Ministerio,Subsecretaria,Servicio,Pregunta,subpregunta,Respuesta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Obras Portuarias,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No responde ",0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Obras Portuarias,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Si existe un canal de consulta en materia Integridad ",11
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Obras Portuarias,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Tengo alguna información relacionada con el canal de consulta, pero no puedo asegurar si existe un canal para ello ",26
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Obras Portuarias,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"No existe un canal de denuncia en materia Integridad ",3
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Obras Portuarias,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"No responde ",0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Obras Portuarias,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"Si existe un canal de denuncia en materia Integridad ",17
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Obras Portuarias,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"Tengo alguna información relacionada con el canal de denuncia, pero no puedo asegurar si existe un canal para ello ",23
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Capacitación de Código de Etica,,Si Realiza capacitación del Código
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Capacitación del Sistema de Integridad,,Si Realiza capacitación del Sistema de Integridad
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Curso de Código de Ética ","Otro ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Difusión de Código de Etica,,Si Realiza algún tipo de Difusión de Código
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Difusión de los Funcionarios Encargados del Proceso de Consulta ",,Si ha difundido los encargados del proceso de Consulta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Difusión de los Funcionarios Encargados del Proceso de Denuncia ",,Si ha difundido los encargados del proceso de Denuncia
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Difusión de los Participantes de la Estructura de Integridad,,Si ha difundido los participantes de la Estructura
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Difusión del sistema de Integridad,,Si Realiza algún tipo de Difusión del Sistema de Integridad
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Existencia de Canales de Consulta,,Existencia de Canales de Consulta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Existencia de Canales de Denuncia,,Existencia de Canales de Denuncia
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Existencia de Diagrama de Consulta,,No existencia de diagrama de Consulta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Existencia de Diagrama de Denuncia,,No existencia de diagrama de Denuncia
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Fecha de última actualización del Código de Ética vigente,,2020-10-29 00:00:00
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Frecuencia Reporte del Coordinador a la Autoridad,,"Trimestral "
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Frecuencia Reporte del Coordinador al comité,,"Trimestral "
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Grupo de discusión ","Material legal específico ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Indicadores Medidos con Posterioridad  2019,% de Consultas Respondidas post 2019,NULL
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Indicadores Medidos con Posterioridad  2019,% de Denuncias con Investigación Sumaria post 2019,NULL
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Indicadores Medidos con Posterioridad  2019,% de Denuncias con Sumario Administrativo post 2019,NULL
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Indicadores Medidos con Posterioridad  2019,% de Denuncias Desestimada post 2019,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Indicadores Medidos con Posterioridad  2019,% de Denuncias en Proceso post 2019,NULL
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Indicadores Medidos con Posterioridad  2019,% de Denuncias Respondidas post 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Indicadores Medidos con Posterioridad  2019,Promedio de Días de Demora en Responder una Consulta post 2019,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Indicadores Medidos con Posterioridad  2019,Promedio de Días de Demora en Responder una Denuncia post 2019,NULL
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Material legal específico ","Curso de Código de Ética ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de consulta,Correo electrónico,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de consulta,Funcionario encargado,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de consulta,Intranet,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de consulta,Oficina de Partes,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de consulta,Otro,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de consulta,Teléfono,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de denuncia,Correo electrónico,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de denuncia,Funcionario encargado,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de denuncia,Intranet,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de denuncia,"Oficina de Partes ",0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de denuncia,"Otro ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de canales de denuncia,Teléfono,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de capacitación de Códigos de Ética,Curso de Código de Ética,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de capacitación de Códigos de Ética,Grupo de discusión,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de capacitación de Códigos de Ética,Material legal específico,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de capacitación de Códigos de Ética,Otro,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de capacitación de Sistema de Integridad,"Grupo de discusión ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión de Códigos de Ética,Actividad de difusión Codigo de Etica 2018,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión de Códigos de Ética,Actividad de difusión Codigo de Etica 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión de Códigos de Ética,Actividad de difusión Codigo de Etica 2020,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión de Códigos de Ética,Hito de lanzamiento Codigo de Etica 2018,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión de Códigos de Ética,Hito de lanzamiento Codigo de Etica 2019,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión de Códigos de Ética,Hito de lanzamiento Codigo de Etica 2020,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión de Códigos de Ética,Programa de difusión Codigo de Etica 2018,NULL
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión de Códigos de Ética,Programa de difusión Codigo de Etica 2019,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión de Códigos de Ética,Programa de difusión Codigo de Etica 2020,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de Difusión de Estructura de Integridad,"Actividad específica ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de Difusión de Estructura de Integridad,"Estrategia / Programa de difusión ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de Difusión de Estructura de Integridad,"Otros ",9100
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de Difusión de Estructura de Integridad,"Vía página web o intranet del servicio ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Actividad específica ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Estrategia / Programa de difusión ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Otros ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Vía página web o intranet del servicio ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Actividad específica ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Estrategia / Programa de difusión ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Otros ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Vía página web o intranet del servicio ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2018 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2019 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2020 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2018 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2019 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2020 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2018 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2019 ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2020 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de consulta,Correo electrónico,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de consulta,Funcionario encargado,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de consulta,"Intranet ",0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de consulta,Oficina de Partes,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de consulta,Otro,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de consulta,Teléfono,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de denuncia,Archivo electrónico,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de denuncia,Drive institucional,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de denuncia,Otro,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de denuncia,Plataforma interna,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Medios de registro de denuncia,Registro en papel,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Registro Interno de Consulta,,Tiene Registro Interno de Consulta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Registro Interno de Denuncia,,Tiene Registro Interno de Denuncia
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Resolución que designa Asesores Técnicos ",,2021
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Resolución que designa Comité de Integridad ",,2021
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Resolución que designa Coordinador de Integridad ",,2021
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Consultas Respondidas 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias con Investigación Sumaria 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias con Sumario Administrativo 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Desestimada 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias en Proceso 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Respondidas 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Consulta 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Denuncia 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Tiene Codigo de Etica,,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Usted conoce el Código de Ética de su institución,a.Si conoce el Código de Ética,19
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Usted conoce el Código de Ética de su institución,b.No conoce el Código de Ética,2
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Usted conoce el Código de Ética de su institución,c.No tiene conocimiento de este instrumento,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Usted conoce el Código de Ética de su institución,"No responde ",3
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted conoce la Estructura de Integridad			 ",a.	Si conoce la Estructura de Integridad,9
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted conoce la Estructura de Integridad			 ",b.	No conoce la Estructura de Integridad,11
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted conoce la Estructura de Integridad			 ",c.	Tengo alguna información de la Estructura de Integridad,5
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted conoce la Estructura de Integridad			 ",No responde,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No responde ",2
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No sabe cómo utilizar el canal de consulta en materia Integridad ",6
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de consulta en materia Integridad ",9
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de consulta ",8
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No responde ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No sabe cómo utilizar el canal de denuncia en materia Integridad ",5
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de denuncia en materia Integridad ",13
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de denuncia ",6
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No existe un canal de consulta en materia Integridad ",2
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No responde ",0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Si existe un canal de consulta en materia Integridad ",13
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Tengo alguna información relacionada con el canal de consulta, pero no puedo asegurar si existe un canal para ello ",10
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"No existe un canal de denuncia en materia Integridad ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"No responde ",0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"Si existe un canal de denuncia en materia Integridad ",16
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Planeamiento,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"Tengo alguna información relacionada con el canal de denuncia, pero no puedo asegurar si existe un canal para ello ",8
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Capacitación de Código de Etica,,Si Realiza capacitación del Código
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Capacitación del Sistema de Integridad,,Si Realiza capacitación del Sistema de Integridad
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Curso de Código de Ética ","Otro ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Difusión de Código de Etica,,Si Realiza algún tipo de Difusión de Código
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Difusión de los Funcionarios Encargados del Proceso de Consulta ",,Si ha difundido los encargados del proceso de Consulta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Difusión de los Funcionarios Encargados del Proceso de Denuncia ",,Si ha difundido los encargados del proceso de Denuncia
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Difusión de los Participantes de la Estructura de Integridad,,Si ha difundido los participantes de la Estructura
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Difusión del sistema de Integridad,,Si Realiza algún tipo de Difusión del Sistema de Integridad
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Existencia de Canales de Consulta,,Existencia de Canales de Consulta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Existencia de Canales de Denuncia,,Existencia de Canales de Denuncia
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Existencia de Diagrama de Consulta,,Existencia de diagrama de Consulta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Existencia de Diagrama de Denuncia,,Existencia de diagrama de Denuncia
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Fecha de última actualización del Código de Ética vigente,,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Frecuencia Reporte del Coordinador a la Autoridad,,"Sin periodicidad "
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Frecuencia Reporte del Coordinador al comité,,"Sin periodicidad "
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Grupo de discusión ","Material legal específico ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Indicadores Medidos con Posterioridad  2019,% de Consultas Respondidas post 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Indicadores Medidos con Posterioridad  2019,% de Denuncias con Investigación Sumaria post 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Indicadores Medidos con Posterioridad  2019,% de Denuncias con Sumario Administrativo post 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Indicadores Medidos con Posterioridad  2019,% de Denuncias Desestimada post 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Indicadores Medidos con Posterioridad  2019,% de Denuncias en Proceso post 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Indicadores Medidos con Posterioridad  2019,% de Denuncias Respondidas post 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Indicadores Medidos con Posterioridad  2019,Promedio de Días de Demora en Responder una Consulta post 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Indicadores Medidos con Posterioridad  2019,Promedio de Días de Demora en Responder una Denuncia post 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Material legal específico ","Curso de Código de Ética ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de consulta,Correo electrónico,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de consulta,Funcionario encargado,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de consulta,Intranet,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de consulta,Oficina de Partes,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de consulta,Otro,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de consulta,Teléfono,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de denuncia,Correo electrónico,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de denuncia,Funcionario encargado,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de denuncia,Intranet,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de denuncia,"Oficina de Partes ",0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de denuncia,"Otro ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de canales de denuncia,Teléfono,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de capacitación de Códigos de Ética,Curso de Código de Ética,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de capacitación de Códigos de Ética,Grupo de discusión,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de capacitación de Códigos de Ética,Material legal específico,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de capacitación de Códigos de Ética,Otro,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de capacitación de Sistema de Integridad,"Grupo de discusión ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión de Códigos de Ética,Actividad de difusión Codigo de Etica 2018,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión de Códigos de Ética,Actividad de difusión Codigo de Etica 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión de Códigos de Ética,Actividad de difusión Codigo de Etica 2020,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión de Códigos de Ética,Hito de lanzamiento Codigo de Etica 2018,1
