"CD_Concurso","año","Fecha_Convocado","Ministerio","Servicio","Cargo","Nivel","Adscrito","Estado"
ADP-17601,2023,2023-05-21,Ministerio de Salud,Servicio de Salud Bío - Bío,Director/a Servicio de Salud,I,Adscrito,EVALUACIÓN
ADP-17602,,,Ministerio de Salud,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,Jefe/a Departamento Tecnologías de la Información,II,Adscrito,PLANIFICACIÓN
ADP-17603,,,Ministerio de Salud,Consejo Nacional de Televisión,Directivo/a Jefe/a de Departamento Jurídico,II,No Adscrito,PLANIFICACIÓN
ADP-17659,,,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Director/a Hospital Carlos Van Buren,II,Adscrito,PLANIFICACIÓN
ADP-17660,2023,2023-05-14,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional Valparaíso,II,Adscrito,EVALUACIÓN
ADP-17661,2023,2023-03-26,Ministerio de Hacienda,Servicio Nacional de Aduanas,Subdirector/a Función Recursos Humanos,II,Adscrito,EVALUACIÓN
ADP-17662,,,Ministerio de Hacienda,Servicio Nacional de Aduanas,Subdirector/a Función Informática,II,Adscrito,PLANIFICACIÓN
ADP-17663,,,Ministerio de Hacienda,Servicio Nacional de Aduanas,"Director/a Regional de Aduana Coquimbo, Región de Coquimbo",II,Adscrito,PLANIFICACIÓN
ADP-17664,2023,2023-04-30,Ministerio de Hacienda,Servicio Nacional de Aduanas,"Director/a Regional de Aduana Arica, Región de Arica y Parinacota",II,Adscrito,EVALUACIÓN
ADP-17665,,,FAD,Municipalidad de Purranque,Jefe/a Departamento de Administración de Educación Municipal de Purranque,II,No Adscrito,PLANIFICACIÓN
ADP-17666,,,Ministerio de Educación,Agencia de Calidad de la Educación,Jefe/a División de Información a la Comunidad,II,Adscrito,PLANIFICACIÓN
ADP-17667,2023,2023-04-09,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Jefe/a de División Administración y Finanzas,II,Adscrito,EVALUACIÓN
ADP-17668,2023,2023-03-12,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Subdirector/a Jurídico/a,II,Adscrito,EVALUACIÓN
ADP-17669,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional del Menor,Director/a Regional Tarapacá,II,Adscrito,PLANIFICACIÓN
ADP-17670,,,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional Magallanes y la Antártica Chilena,II,Adscrito,PLANIFICACIÓN
ADP-17671,,,Ministerio de Educación,Superitnendencia de Educación Superior,Fiscal,II,Adscrito,PLANIFICACIÓN
ADP-17672,,,Ministerio de Educación,Superintendencia de Educación Superior,"Jefe/a de División de Gestión de Datos, Atención Ciudadana y Buenas Prácticas",II,Adscrito,PLANIFICACIÓN
ADP-17673,,,Ministerio de Educación,Superintendencia de Educación Superior,Jefe/a de División de Gestión de Operaciones,II,Adscrito,PLANIFICACIÓN
ADP-17688,,,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Director/a Hospital Claudio Vicuña,II,Adscrito,PLANIFICACIÓN
ADP-17689,,,Administración local,Municipalidad de Tirúa,Jefe/a Departamento de Administración de Educación Municipal de Tirúa,II,No Adscrito,PLANIFICACIÓN
ADP-17690,,,FAD,Servicio Electoral,Jefe/a División Desarrollo de Personas,II,Adscrito,PLANIFICACIÓN
ADP-17712,,,Otros Organismos,Segundo Tribunal Ambiental,Ministro/a Titular Licenciado en Ciencias,I,No Adscrito,SIN EFECTO
ADP-17713,,,FAD,Segundo Tribunal Ambiental,Ministro/a Suplente Abogado/a,I,No Adscrito,SIN EFECTO
ADP-1772,,,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Subdirector/a Médico/a Hospital Eduardo Pereira,II,Adscrito,PLANIFICACIÓN
ADP-17757,,,Ministerio de Minería,Corporación Nacional del Cobre,Director/a,I,No Adscrito,PLANIFICACIÓN
ADP-17815,2023,2023-03-19,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región del Biobío,Director/a Regional Serviu Bío-Bío,I,Adscrito,EVALUACIÓN
ADP-17816,2023,2023-03-26,Ministerio de Salud,Servicio de Salud Metropolitano Suroriente,Subdirector/a Administrativo/a Hospital Dr. Sotero del Río,II,Adscrito,EVALUACIÓN
ADP-1783,,,Ministerio de Salud,Servicio de Salud Atacama,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-1787,,,Ministerio de Salud,Servicio de Salud Arica,Subdirector/a Médico/a Hospital Dr. Juan Noé Crevani de Arica,II,Adscrito,PLANIFICACIÓN
ADP-1789,,,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Subdirector/a Médico/a Hospital San José,II,Adscrito,PLANIFICACIÓN
ADP-17892,2023,2023-03-12,Otros Organismos,Segundo Tribunal Ambiental,Ministro/a Titular Licenciado en Ciencias,I,No Adscrito,EVALUACIÓN
ADP-17911,2023,2023-05-21,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Valparaíso,II,Adscrito,EVALUACIÓN
ADP-17912,,,Ministerio del Medio Ambiente,Superintendencia del Medio Ambiente,Jefe/a de División Seguimiento e Información Ambiental,II,Adscrito,PLANIFICACIÓN
ADP-17913,2023,2023-05-21,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Atacama,II,Adscrito,EVALUACIÓN
ADP-17914,,,Ministerio de Desarrollo Social,Servicio Nacional de la Discapacidad,Director/a Regional Bío-Bío,II,Adscrito,PLANIFICACIÓN
ADP-17915,,,Ministerio de Educación,SLE de la Región de Tarapacá que comprende las comunas de Iquique y Alto Hospicio,Directivo/a Jefe/a de Gestión de Personas.,II,Adscrito,PLANIFICACIÓN
ADP-17916,,,Ministerio de Salud,Servicio de Salud Metropolitano Sur,Director/a Hospital El Pino,II,Adscrito,PLANIFICACIÓN
ADP-17919,,,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Regional Bdo. OHiggins,II,Adscrito,PLANIFICACIÓN
ADP-17920,2023,2023-04-09,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Región de Ñuble,II,Adscrito,EVALUACIÓN
ADP-1798,,,Ministerio de Salud,Servicio de Salud Arauco,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-1803,,,Ministerio de Salud,Servicio de Salud Aconcagua,Subdirector/a Médico/a Hospital San Camilo de San Felipe,II,Adscrito,PLANIFICACIÓN
ADP-1807,,,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Subdirector/a Médico Hospital de Peñaflor,II,Adscrito,PLANIFICACIÓN
ADP-18072,,,FAD,Instituto Nacional de Derechos Humanos,"Jefe/a Unidad de Promoción, Educación y Participación",I,No Adscrito,PLANIFICACIÓN
ADP-18073,2023,2023-04-09,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Bío-Bío,II,Adscrito,EVALUACIÓN
ADP-18074,,,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Director/a Regional Atacama,II,Adscrito,PLANIFICACIÓN
ADP-18075,,,Ministerio de Salud,Servicio de Salud del Libertador Bernardo O'Higgins,Director/a Hospital Regional Libertador Bernardo OHiggins,II,Adscrito,PLANIFICACIÓN
ADP-18076,,,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional Metropolitano,II,Adscrito,PLANIFICACIÓN
ADP-18077,,,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional Valparaíso,II,Adscrito,PLANIFICACIÓN
ADP-18078,,,Ministerio de Minería,Comisión Chilena del Cobre,Fiscal,II,Adscrito,PLANIFICACIÓN
ADP-18079,,,Ministerio de Salud,Servicio de Salud Antofagasta,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-18080,,,Ministerio de Educación,Centro de Formación Técnica de la Región de Arica y Parinacota,Rector/a,I,No Adscrito,PLANIFICACIÓN
ADP-18081,,,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Director/a Instituto Traumatológico,II,Adscrito,PLANIFICACIÓN
ADP-1809,,,Ministerio de Salud,Servicio de Salud Arica,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-18104,,,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Director/a Regional Aysén,II,Adscrito,PLANIFICACIÓN
ADP-1813,,,Ministerio de Salud,Centro de Referencia de Salud de Maipú,Director/a,I,Adscrito,SIN EFECTO
ADP-18194,2023,2023-03-26,Administración local,Municipalidad de Navidad,Jefe Departamento de Administración de Educación Municipal,II,No Adscrito,EVALUACIÓN
ADP-18226,,,Ministerio de Salud,Servicio de Salud Viña del Mar - Quillota,Director/a Atención Primaria,II,Adscrito,PLANIFICACIÓN
ADP-18230,,,Ministerio de Salud,Servicio de Salud Viña del Mar - Quillota,Director/a Hospital Santo Tomás de Limache,II,Adscrito,PLANIFICACIÓN
ADP-18231,,,Ministerio de Salud,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,"Jefe/a Departamento, Función Operaciones",II,Adscrito,PLANIFICACIÓN
ADP-18283,2023,2023-04-09,FAD,Municipalidad de Yumbel,Jefe/a Departamento de Administración de Educación Municipal de Yumbel,II,No Adscrito,EVALUACIÓN
ADP-18346,2023,2023-04-02,Otros Organismos,Primer Tribunal Ambiental,Ministro/a Titular Abogado/a,I,No Adscrito,EVALUACIÓN
ADP-18353,,,FAD,Municipalidad de Arauco,Jefe/a Departamento de Administración de Educación Municipal,II,No Adscrito,PLANIFICACIÓN
ADP-18365,,,Otros Organismos,Tercer Tribunal Ambiental,Ministro/a Titular Abogado/a,I,No Adscrito,PLANIFICACIÓN
ADP-18368,,,Otros Organismos,Tercer Tribunal Ambiental,Ministro/a Suplente Abogado/a,I,No Adscrito,PLANIFICACIÓN
ADP-18369,,,Otros Organismos,Tercer Tribunal Ambiental,Ministro/a Suplente Licenciado/a en Ciencias,I,No Adscrito,PLANIFICACIÓN
ADP-18370,,,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional del Maule,II,Adscrito,PLANIFICACIÓN
ADP-18371,2023,2023-05-07,Ministerio de Educación,Junta Nacional de Jardines Infantiles,"Director/a Regional, Región de Aysén",II,Adscrito,EVALUACIÓN
ADP-18372,,,Administración local,Municipalidad de Negrete,Jefe/a Departamento de Administración de Educación Municipal de Negrete,II,No Adscrito,PLANIFICACIÓN
ADP-18373,,,Ministerio de Educación,Centro de Formación Técnica de la Región de Antofagasta, Rector/a,I,No Adscrito,PLANIFICACIÓN
ADP-18374,,,Ministerio de Educación,Centro de Formación Técnica de la Región Metropolitana, Rector/a,I,No Adscrito,PLANIFICACIÓN
ADP-18375,,,Ministerio de Educación,Centro de Formación Técnica de la Región de Magallanes y Antártica Chilena, Rector/a,I,No Adscrito,PLANIFICACIÓN
ADP-18377,,,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-18378,,,Ministerio de Educación,SLE de la Región de Tarapacá que comprende las comunas de Iquique y Alto Hospicio,Directivo/a Jefe/a de Administración y Finanzas.,II,Adscrito,PLANIFICACIÓN
ADP-18380,2023,2023-04-09,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Estadísticas,Director/a Nacional,I,Adscrito,EVALUACIÓN
ADP-18382,,,Ministerio de Educación,Consejo Nacional de Educación,"Consejero, Profesional Educación Ámbito Municipal",I,No Adscrito,PLANIFICACIÓN
ADP-18383,,,Ministerio de Educación,Consejo Nacional de Educación,"Consejero/a, Académicos o Profesionales de reconocido prestigio",I,No Adscrito,PLANIFICACIÓN
ADP-18384,,,Ministerio de Educación,Consejo Nacional de Educación,"Consejero/a, Académicos o Profesionales de reconocido prestigio (Educación parvularia, básica o media)",I,No Adscrito,PLANIFICACIÓN
ADP-18385,,,"Ministerio de Economía, Fomento y Turismo",Agencia de Promoción de la Inversión Extranjera,Jefe/a División de Administración,II,Adscrito,PLANIFICACIÓN
ADP-18386,2023,2023-05-14,Ministerio de Educación,Agencia de Calidad de la Educación,Jefe/a de División Evaluación y Orientación de Desempeño,II,Adscrito,EVALUACIÓN
ADP-18387,,,Ministerio de Educación,Comisión de Expertos para la Regulación de Aranceles,Comisionado/a Experto/a en Gestión de Educación Superior - Subsistema Técnico Profesional ,I,No Adscrito,SIN EFECTO
ADP-18388,,,Ministerio de Educación,Comisión de Expertos para la Regulación de Aranceles,Comisionado/a Experto en Regulación Económica,I,No Adscrito,SIN EFECTO
ADP-1841,,,Ministerio de Salud,Servicio de Salud Chiloé,Subdirector/a Médico/a Hospital de Castro,II,Adscrito,PLANIFICACIÓN
ADP-18521,,,Ministerio de Salud,Servicio de Salud Osorno,Director/a de Hospital Base San José de Osorno,II,Adscrito,PLANIFICACIÓN
ADP-18522,,,Ministerio de Educación,Junta Nacional de Auxilio Escolar y Becas,Director/a Regional Bío-Bío,II,Adscrito,PLANIFICACIÓN
ADP-18523,,,Ministerio de Salud,Servicio de Salud Chiloé,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-18524,,,Ministerio del Interior y Seguridad Pública,Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,Jefe/a de División de Administración y Finanzas,II,Adscrito,PLANIFICACIÓN
ADP-18525,,,Otros Organismos,Agencia Nacional de Investigación y Desarrollo de Chile,Subdirector/a,II,Adscrito,PLANIFICACIÓN
ADP-18526,2023,2023-04-23,Ministerio de Defensa Nacional,Dirección General de Aeronáutica Civil,Director/a Departamento Recursos Humanos,II,Adscrito,EVALUACIÓN
ADP-18527,,,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Subdirector/a Médico/a Hospital Instituto de Neurocirugía,II,Adscrito,PLANIFICACIÓN
ADP-18528,2023,2023-05-21,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Propiedad Industrial,Subdirector/a Jurídico/a,II,Adscrito,EVALUACIÓN
ADP-18555,2023,2023-05-14,Ministerio de Salud,Servicio de Salud Antofagasta,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,EVALUACIÓN
ADP-18563,,,Ministerio de Educación,Junta Nacional de Jardines Infantiles,"Director/a Regional, Región de Antofagasta",II,Adscrito,PLANIFICACIÓN
ADP-18630,,,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Director/a Hospital Dr. Eduardo Pereira,II,Adscrito,PLANIFICACIÓN
ADP-18695,,,"Ministerio de Economía, Fomento y Turismo",Agencia de Promoción de la Inversión Extranjera,Jefe/a División Jurídica,II,Adscrito,PLANIFICACIÓN
ADP-18696,,,Ministerio de Desarrollo Social y Familia,Corporación Nacional de Desarrollo Indígena,Subdirector/a Nacional Temuco,II,Adscrito,PLANIFICACIÓN
ADP-18698,,,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional Antofagasta,II,Adscrito,PLANIFICACIÓN
ADP-18700,2023,2023-05-21,Ministerio de Educación,Servicio Local de Educación Pública Atacama,Directivo/a - Jefe/a de Gestión de Personas,II,Adscrito,EVALUACIÓN
ADP-18731,,,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional de Antofagasta,II,Adscrito,PLANIFICACIÓN
ADP-18732,,,Ministerio de Hacienda,Servicio Nacional de Aduanas,"Director/a Regional de Aduana Puerto Montt, Región de Los Ríos y Los Lagos",II,Adscrito,PLANIFICACIÓN
ADP-18733,,,Ministerio de Salud,Fondo Nacional de Salud,Jefe/a de División Administración,II,Adscrito,PLANIFICACIÓN
ADP-18734,,,Ministerio del Medio Ambiente,Servicio de Evaluación Ambiental,Jefe/a de División de Tecnologías y Gestión de Información,II,Adscrito,PLANIFICACIÓN
ADP-18735,,,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo, Subdirector/a Administrativo/a,II,Adscrito,PLANIFICACIÓN
ADP-18736,,,Ministerio de Educación,Servicio Local de Educación Pública Gabriela Mistral,Directivo/a Jefe/a de Apoyo Técnico Pedagógico.,II,Adscrito,PLANIFICACIÓN
ADP-18795,2023,2023-04-30,Ministerio de Educación,Comisión de Expertos para la Regulación de Aranceles,Comisionado/a Experto/a en Gestión de Educación Superior - Subsistema Técnico Profesional,I,No Adscrito,EVALUACIÓN
ADP-18796,2023,2023-04-30,Ministerio de Educación,Comisión de Expertos para la Regulación de Aranceles,Comisionado/a Experto en Regulación Económica,I,No Adscrito,EVALUACIÓN
ADP-18835,,,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Fiscal,II,Adscrito,PLANIFICACIÓN
ADP-18847,2023,2023-05-07,FAD,Segundo Tribunal Ambiental,Ministro/a Suplente Abogado/a,I,No Adscrito,EVALUACIÓN
ADP-18859,2023,2023-05-14,Ministerio del Trabajo y Previsión Social,Dirección General del Crédito Prendario,Director/a General,I,Adscrito,EVALUACIÓN
ADP-18861,,,Ministerio de Educación,Junta Nacional de Auxilio Escolar y Becas,Director/a Regional Metropolitano/a,II,Adscrito,PLANIFICACIÓN
ADP-18862,,,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Subdirector/a de Pesquerías,II,Adscrito,PLANIFICACIÓN
ADP-18863,,,Ministerio de Desarrollo Social,Instituto Nacional de la Juventud,Director/a Regional Los Ríos,II,Adscrito,PLANIFICACIÓN
ADP-18864,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional del Menor,Director/a Regional Metropolitana,II,Adscrito,PLANIFICACIÓN
ADP-18865,,,Ministerio del Trabajo y Previsión Social,Dirección del Trabajo,Director/a de Gestión y Desarrollo de Personas ,II,Adscrito,PLANIFICACIÓN
ADP-18866,,,Ministerio de Desarrollo Social,Servicio Nacional de Protección Especializada a la Niñez y Adolescencia,Subdirector/a Nacional,II,Adscrito,PLANIFICACIÓN
ADP-18868,,,Ministerio del Interior y Seguridad Pública,Servicio Nacional de Migraciones,Director/a División Administración y Finanzas,II,Adscrito,PLANIFICACIÓN
ADP-18886,,,Ministerio de Salud,Servicio de Salud Antofagasta,Director/a de Atención Primaria,II,Adscrito,PLANIFICACIÓN
ADP-18887,,,"Ministerio de Economía, Fomento y Turismo",Fiscalía Nacional Económica,Jefe/a División Estudios de Mercado,II,Adscrito,PLANIFICACIÓN
ADP-18888,,,Ministerio de Salud,Servicio de Salud Araucanía Sur,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-18928,,,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional Atacama,II,Adscrito,PLANIFICACIÓN
ADP-18929,,,Ministerio de Salud,Servicio de Salud Coquimbo,Director/a de Hospital San Pablo de Coquimbo,II,Adscrito,PLANIFICACIÓN
ADP-18938,,,Ministerio del Trabajo y Previsión Social,Dirección del Trabajo,Director/a Regional Coquimbo,II,Adscrito,PLANIFICACIÓN
ADP-18939,,,Ministerio del Trabajo y Previsión Social,Instituto de Seguridad Laboral,Jefe/a Departamento Clientes y Entornos,II,Adscrito,PLANIFICACIÓN
ADP-18949,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Antofagasta,II,Adscrito,PLANIFICACIÓN
ADP-18950,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Coquimbo ,II,Adscrito,PLANIFICACIÓN
ADP-19000,2023,2023-05-21,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Arica y Parinacota,II,Adscrito,EVALUACIÓN
ADP-19001,2023,2023-05-21,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Tarapacá,II,Adscrito,EVALUACIÓN
ADP-19002,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Atacama,II,Adscrito,PLANIFICACIÓN
ADP-19003,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Valparaíso.,II,Adscrito,PLANIFICACIÓN
ADP-19004,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de la Región Metropolitana de Santiago,II,Adscrito,PLANIFICACIÓN
ADP-19005,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de la R. del L. G. Bernardo O'Higgins. ,II,Adscrito,PLANIFICACIÓN
ADP-19006,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional del Maule,II,Adscrito,PLANIFICACIÓN
ADP-19007,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Ñuble,II,Adscrito,PLANIFICACIÓN
ADP-19017,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Bío Bío,II,Adscrito,PLANIFICACIÓN
ADP-19018,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de La Araucanía,II,Adscrito,PLANIFICACIÓN
ADP-19019,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Los Ríos,II,Adscrito,PLANIFICACIÓN
ADP-19020,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Regional de Los Lagos,II,Adscrito,PLANIFICACIÓN
ADP-19021,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a R. de la R. de Aysén del Gral. Carlos Ibáñez del C.,II,Adscrito,PLANIFICACIÓN
ADP-19022,,,Ministerio de Justicia y Derechos Humanos,Servicio Nacional de Reinserción Social y Juvenil,Director/a Reg. de la R. de Magallanes y la Antártica Chilena,II,Adscrito,PLANIFICACIÓN
ADP-19068,,,Ministerio de Defensa Nacional,Caja de Previsión de la Defensa Nacional,Jefe/a División Función Atención a Usuarios,II,Adscrito,PLANIFICACIÓN
ADP-19075,,,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Subdirector/a Administrativo/a Hospital Carlos Van Buren,II,Adscrito,PLANIFICACIÓN
ADP-19100,,,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Estadísticas,Director/a Regional de Los Ríos,II,Adscrito,PLANIFICACIÓN
ADP-1912,,,Ministerio de Salud,Servicio de Salud Iquique,Subdirector/a Médico/a Hospital Hospital Dr. Ernesto Torres Galdames de Iquique,II,Adscrito,PLANIFICACIÓN
ADP-19152,,,Ministerio de Salud,Servicio de Salud Atacama,Subdirector/a Administrativo/a Hospital San José del Carmen de Copiapó,II,Adscrito,PLANIFICACIÓN
ADP-1933,2016,2016-12-11,Ministerio de Salud,Servicio de Salud Coquimbo,Subdirector/a Médico/a Hospital La Serena,II,Adscrito,FINALIZADO
ADP-1983,2017,2017-01-08,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Subdirector/a Médico/a Hospital Instituto Nacional del Tórax,II,Adscrito,FINALIZADO
ADP-2001,,,Ministerio de Salud,Servicio de Salud Valdivia,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,SIN EFECTO
ADP-2005,,,Ministerio de Salud,Servicio de Salud Osorno,Subdirector/a Médico/a Hospital Base de Osorno,II,Adscrito,PLANIFICACIÓN
ADP-2066,,,Ministerio de Salud,Servicio de Salud del Libertador Bernardo O'Higgins,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-2079,,,Ministerio de Salud,Centro de Referencia de Salud de Maipú,Subdirector/a Gestión Administrativa y Financiera,II,Adscrito,SIN EFECTO
ADP-2161,2016,2016-10-02,Administración local,Municipalidad de Copiapó,Jefe/a Departamento de Administración de Educación Municipal de Copiapó,II,No Adscrito,FINALIZADO
ADP-2179,,,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Subdirector/a Médico/a Instituto Psiquiátrico Dr. José Horwitz Barak,II,Adscrito,PLANIFICACIÓN
ADP-2180,2019,2019-08-25,FAD,Municipalidad de Cunco,Jefe/a de Departamento de Administración de Educación Municipal de Cunco,II,No Adscrito,CON NOMBRAMIENTO
ADP-2278,,,Ministerio de Salud,Servicio de Salud Chiloé,Subdirector/a Médico/a Hospital de Ancud,II,Adscrito,PLANIFICACIÓN
ADP-2298,2017,2017-04-16,FAD,Municipalidad de Vilcún,Jefe/a Departamento de Administración de Educación Municipal de Vilcún,II,No Adscrito,CON NOMBRAMIENTO
ADP-2353,2016,2016-12-11,Ministerio de Salud,Servicio de Salud del Reloncaví,Subdirector/a Médico/a Hospital de Puerto Montt,II,Adscrito,FINALIZADO
ADP-2373,,,Ministerio de Salud,Servicio de Salud Araucanía Norte,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-2374,,,Ministerio de Salud,Centro de Referencia de Salud de Maipú,Subdirector/a Gestión Clinica,II,Adscrito,SIN EFECTO
ADP-2381,,,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Subdirector/a Médico/a Hospital Roberto del Río,II,Adscrito,PLANIFICACIÓN
ADP-2397,,,Ministerio de Salud,Servicio de Salud Chiloé,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,SIN EFECTO
ADP-2454,,,Administración local,Municipalidad de La Cisterna,Jefe/a Departamento de Administración de Educación Municipal de La Cisterna,II,No Adscrito,SIN EFECTO
ADP-2462,2016,2016-12-11,Ministerio de Energía,Comisión Nacional de Energía,Jefe/a Departamento Función Eléctrico,II,Adscrito,FINALIZADO
ADP-2475,2016,2016-11-20,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Valparaíso,II,Adscrito,FINALIZADO
ADP-2525,2017,2017-06-25,"Ministerio de Ciencia, Tecnología, Conocimiento e Innovación",Comisión Nacional de Investigación Científica y Tecnológica,Jefe Departamento Tecnología y Procesos,II,Adscrito,DESIERTO
ADP-2585,,,Ministerio de Salud,Servicio de Salud Antofagasta,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,SIN EFECTO
ADP-2625,,,Ministerio de Salud,Servicio de Salud Araucanía Sur,Subdirector/a Médico/a Hospital Dr. Hernán Henríquez Aravena,II,Adscrito,PLANIFICACIÓN
ADP-2642,2016,2016-12-11,Ministerio de Salud,Servicio de Salud Maule,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,FINALIZADO
ADP-2689,,,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Subdirector/a Médico/a Hospital San Juan de Dios,II,Adscrito,PLANIFICACIÓN
ADP-2732,,,Ministerio de Salud,Servicio de Salud Araucanía Sur,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-2739,,,Ministerio de Salud,Servicio de Salud Concepción,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,PLANIFICACIÓN
ADP-2740,,,Ministerio de Salud,Servicio de Salud Concepción,Subdirector/a Médico/a Hospital Guillermo Grant Benavente,II,Adscrito,PLANIFICACIÓN
ADP-2743,2016,2016-10-30,Ministerio de Salud,Instituto de Salud Pública,Jefe/a Departamento de Administración y Finanzas,II,Adscrito,FINALIZADO
ADP-2794,,,Ministerio de Salud,Centro de Referencia de Salud de Maipú,Subdirector/a Gestión y Desarrollo de Personas,II,Adscrito,SIN EFECTO
