Adscrito;Nivel;Concurso;Ministerio;Servicio;Nombre Cargo;Fecha Convocatoria;Fecha Envío Nómina;Fecha Desierto;Tipo Desierto
Adscrito;Nivel II;680;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Médico/a Hospital de Ancud;15-03-2009;-;08-04-2009;Desierto por Comité
Adscrito;Nivel II;681;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad Estudios y Proyectos;04-01-2009;-;24-03-2009;Desierto por Comité
Adscrito;Nivel II;684;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Médico/a Servicio de Salud;05-04-2009;-;02-06-2009;Desierto por Comité
Adscrito;Nivel II;688;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital San José;08-03-2009;-;30-04-2009;Desierto por Comité
Adscrito;Nivel II;692;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Atacama;02-11-2008;-;06-04-2009;Desierto por Comité
Adscrito;Nivel II;693;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Coquimbo;02-11-2008;-;17-07-2009;Desierto por Comité
Adscrito;Nivel II;695;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Maule;02-11-2008;-;06-04-2009;Desierto por Comité
Adscrito;Nivel II;696;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional OHiggins;02-11-2008;-;06-04-2009;Desierto por Comité
Adscrito;Nivel II;700;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Antofagasta;09-11-2008;-;18-03-2009;Desierto por Comité
Adscrito;Nivel II;703;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Director/a Centro de Salud o Rehabilitación;08-03-2009;10-07-2009;27-08-2009;Desierto por Autoridad
Adscrito;Nivel II;710;Ministerio de Salud;Servicio de Salud Tarapacá;Subdirector/a Administrativo/a Servicio de Salud;21-12-2008;24-03-2009;29-05-2009;Desierto por Autoridad
Adscrito;Nivel II;715;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana Santiago Poniente;26-10-2008;04-02-2009;13-03-2009;Desierto por Autoridad
Adscrito;Nivel II;727;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Los Lagos;11-01-2009;-;24-04-2009;Desierto por Comité
Adscrito;Nivel II;730;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Subdirector/a Médico/a Servicio de Salud;12-04-2009;-;10-06-2009;Desierto por Comité
Adscrito;Nivel II;735;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Médico/a Hospital de Linares;19-04-2009;-;06-05-2009;Desierto por Comité
Adscrito;Nivel II;755;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a de División Función Personal(División Gestión y Desarrollo de Personas);10-05-2009;18-08-2009;21-08-2009;Desierto por Autoridad
Adscrito;Nivel II;758;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Médico/a Hospital de Talca;19-04-2009;-;06-05-2009;Desierto por Comité
Adscrito;Nivel II;776;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Comisión Nacional de Investigación Científica y Tecnológica;Jefe/a Departamento Función: Coordinación y Gestión de Programas;05-07-2009;15-10-2009;14-01-2010;Desierto por Autoridad
Adscrito;Nivel II;779;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Médico/a Servicio de Salud;21-06-2009;-;28-08-2009;Desierto por Comité
Adscrito;Nivel II;785;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Aysén;30-08-2009;-;17-11-2009;Desierto por Comité
Adscrito;Nivel II;787;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Arica y Parinacota;30-08-2009;-;24-09-2009;Desierto por Comité
Adscrito;Nivel II;788;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Magallanes y la Antártica Chilena;30-08-2009;-;24-09-2009;Desierto por Comité
Adscrito;Nivel II;790;Ministerio de Salud;Servicio de Salud Biobío;Subdirector/a Médico/a Servicio de Salud;07-06-2009;-;26-06-2009;Desierto por Comité
Adscrito;Nivel II;791;Ministerio de Salud;Servicio de Salud Biobío;Jefe/a Departamento Auditoría;07-06-2009;31-08-2009;30-09-2009;Desierto por Autoridad
Adscrito;Nivel II;793;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Tarapacá;30-08-2009;-;24-09-2009;Desierto por Comité
Adscrito;Nivel II;794;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Atacama;30-08-2009;-;24-09-2009;Desierto por Comité
Adscrito;Nivel II;795;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Coquimbo;30-08-2009;-;24-09-2009;Desierto por Comité
Adscrito;Nivel II;796;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Valparaíso;30-08-2009;-;29-10-2009;Desierto por Comité
Adscrito;Nivel II;797;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Metropolitana;30-08-2009;-;29-10-2009;Desierto por Comité
Adscrito;Nivel II;798;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Los Ríos;30-08-2009;-;05-10-2009;Desierto por Comité
Adscrito;Nivel II;799;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Los Lagos;30-08-2009;-;17-11-2009;Desierto por Comité
Adscrito;Nivel II;800;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Araucanía;30-08-2009;-;24-09-2009;Desierto por Comité
Adscrito;Nivel II;801;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Bdo. OHiggins;30-08-2009;-;24-09-2009;Desierto por Comité
Adscrito;Nivel II;816;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Valparaíso;03-05-2009;-;06-08-2009;Desierto por Comité
Adscrito;Nivel II;817;Ministerio de Minería;Servicio Nacional de Geología y Minería;Subdirector/a Nacional de Geología;09-08-2009;29-10-2009;01-12-2009;Desierto por Autoridad
Adscrito;Nivel II;819;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Médico/a Servicio de Salud;11-10-2009;-;08-01-2010;Desierto por Comité
Adscrito;Nivel II;821;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Médico/a Hospital de Castro;27-11-2011;-;30-01-2012;Desierto por Comité
Adscrito;Nivel II;827;Ministerio de Salud;Servicio de Salud Atacama;Director/a de Hospital San José del Carmen de Copiapó;07-06-2009;24-08-2009;16-09-2009;Desierto por Autoridad
Adscrito;Nivel II;829;Ministerio de Salud;Servicio de Salud Osorno;Subdirector/a Médico/a Hospital Base de Osorno;22-04-2012;25-06-2012;19-07-2012;Desierto por Autoridad
Adscrito;Nivel II;830;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Médico/a Hospital;22-11-2009;26-01-2010;26-02-2010;Desierto por Autoridad
Adscrito;Nivel II;851;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Intendente/a de Regulación de Prestadores Públicos y Privados;19-07-2009;15-10-2009;19-11-2009;Desierto por Autoridad
Adscrito;Nivel II;854;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Jefe/a de División, Función: Comisiones Médicas y Ergonómica;19-07-2009;08-10-2009;17-11-2009;Desierto por Autoridad
Adscrito;Nivel II;856;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Coquimbo;03-05-2009;-;04-08-2009;Desierto por Comité
Adscrito;Nivel II;857;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional del Libertador General Bernardo OHiggins;03-05-2009;-;04-08-2009;Desierto por Comité
Adscrito;Nivel II;869;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital San José;14-06-2009;-;13-07-2009;Desierto por Comité
Adscrito;Nivel II;871;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Subdirector/a de Servicios al Cliente;06-09-2009;10-12-2009;24-12-2009;Desierto por Autoridad
Adscrito;Nivel II;872;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Subdirector/a de Sistemas de Información y de Administración;06-09-2009;10-12-2009;24-12-2009;Desierto por Autoridad
Adscrito;Nivel II;874;Ministerio de Salud;Servicio de Salud Talcahuano;Subdirector/a Médico/a Servicio de Salud;09-08-2009;-;10-09-2009;Desierto por Comité
Adscrito;Nivel II;876;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Aysén;06-09-2009;14-12-2009;20-01-2010;Desierto por Autoridad
Adscrito;Nivel II;879;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Médico/a Servicio de Salud;25-10-2009;-;14-12-2009;Desierto por Comité
Adscrito;Nivel II;880;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Médico/a Hospital de Urgencia Asistencia Pública;07-08-2016;-;26-09-2016;Desierto por Comité
Adscrito;Nivel II;882;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Médico/a Servicio de Salud;13-09-2009;-;13-11-2009;Desierto por Comité
Adscrito;Nivel II;883;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Médico/a Hospital de Linares;11-07-2010;-;09-09-2010;Desierto por Comité
Adscrito;Nivel II;884;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Médico/a Hospital de Talca;11-07-2010;-;09-09-2010;Desierto por Comité
Adscrito;Nivel II;892;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Constitución;17-07-2009;-;29-09-2009;Desierto por Comité
Adscrito;Nivel II;893;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Médico/a Hospital Luis Calvo Mackenna;16-08-2009;-;07-10-2009;Desierto por Comité
Adscrito;Nivel II;894;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Médico/a Hospital Instituto de Neurocirugía;16-08-2009;-;15-09-2009;Desierto por Comité
Adscrito;Nivel II;895;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Médico/a Hospital Instituto Nacional del Tórax;16-08-2009;-;15-09-2009;Desierto por Comité
Adscrito;Nivel II;897;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Médico/a Servicio de Salud;27-09-2009;-;22-10-2009;Desierto por Comité
Adscrito;Nivel II;898;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Médico/a Hospital de Puerto Montt;20-11-2011;-;02-02-2012;Desierto por Comité
Adscrito;Nivel II;899;Ministerio de Salud;Servicio de Salud Concepción;Jefe/a Departamento Auditoría;22-08-2010;-;10-11-2010;Desierto por Comité
Adscrito;Nivel II;901;Ministerio de Salud;Servicio de Salud Araucanía Norte;Subdirector/a Médico/a Servicio de Salud;14-08-2011;-;17-10-2011;Desierto por Comité
Adscrito;Nivel II;905;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Médico/a Servicio de Salud;13-09-2009;-;14-10-2009;Desierto por Comité
Adscrito;Nivel II;906;Ministerio de Salud;Servicio de Salud Arauco;Subdirector/a Médico/a Servicio de Salud;06-11-2011;-;21-12-2011;Desierto por Comité
Adscrito;Nivel II;907;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Subdirector/a Médico/a Servicio de Salud;11-10-2009;-;22-12-2009;Desierto por Comité
Adscrito;Nivel II;910;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Hospital Dr. Humberto Elorza Cortés de Illapel;13-09-2009;-;03-12-2009;Desierto por Comité
Adscrito;Nivel II;916;Ministerio de Salud;Servicio de Salud Los Ríos;Subdirector/a Médico/a Hospital de Valdivia;20-09-2009;-;14-10-2009;Desierto por Comité
Adscrito;Nivel II;919;Ministerio de Salud;Servicio de Salud Magallanes;Subdirector/a Médico/a Hospital Regional de Punta Arenas Dr. Lautaro Navarro Avaria;13-09-2009;-;13-10-2009;Desierto por Comité
Adscrito;Nivel II;920;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Antofagasta;13-09-2009;-;30-11-2009;Desierto por Comité
Adscrito;Nivel II;922;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Magallanes y la Antártica Chilena;20-09-2009;-;30-11-2009;Desierto por Comité
Adscrito;Nivel II;938;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional del Libertador General Bernardo OHiggins;06-09-2009;28-12-2009;22-01-2010;Desierto por Autoridad
Adscrito;Nivel II;942;Ministerio de Salud;Servicio de Salud Coquimbo;Subdirector/a Médico/a Hospital San Pablo de Coquimbo;13-09-2009;-;06-10-2009;Desierto por Comité
Adscrito;Nivel II;946;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Jefe/a División Jurídica;27-09-2009;-;11-12-2009;Desierto por Comité
Adscrito;Nivel II;953;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Subdirector/a Médico/a Hospital Roberto del Río;04-10-2009;-;30-10-2009;Desierto por Comité
Adscrito;Nivel II;956;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Médico/a Servicio de Salud;06-12-2009;-;30-12-2009;Desierto por Comité
Adscrito;Nivel II;957;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Hospital Dr. Ernesto Torres Galdames de Iquique;22-05-2011;22-08-2011;11-10-2011;Desierto por Autoridad
Adscrito;Nivel II;958;Ministerio de Salud;Servicio de Salud Tarapacá;Subdirector/a Médico/a Hospital Hospital Dr. Ernesto Torres Galdames de Iquique;18-12-2011;-;04-01-2012;Desierto por Comité
Adscrito;Nivel II;968;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Administrativo/a Hospital San José del Carmen de Copiapó;16-05-2010;21-09-2010;03-02-2011;Desierto por Autoridad
Adscrito;Nivel II;969;Ministerio de Salud;Superintendencia de Salud;Jefe/a Departamento Función: Estudios y Desarrollo;29-11-2009;16-03-2010;26-04-2010;Desierto por Autoridad
Adscrito;Nivel II;971;Ministerio de Salud;Servicio de Salud Atacama;Director/a de Hospital San José del Carmen de Copiapó;15-11-2009;-;08-01-2010;Desierto por Comité
Adscrito;Nivel II;972;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a de División Función Personal(División Gestión y Desarrollo de Personas);18-10-2009;-;25-01-2010;Desierto por Comité
Adscrito;Nivel II;976;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Contador/a General;20-06-2010;30-09-2010;08-11-2010;Desierto por Autoridad
Adscrito;Nivel II;978;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Aysén;13-06-2010;15-09-2010;17-12-2010;Desierto por Autoridad
Adscrito;Nivel II;984;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bío Bío;25-04-2010;-;14-07-2010;Desierto por Comité
Adscrito;Nivel II;988;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Subdirector/a Médico/a Hospital San José;12-06-2011;11-08-2011;27-12-2011;Desierto por Autoridad
Adscrito;Nivel II;1000;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Médico/a Hospital de San Fernando;10-07-2011;-;24-08-2011;Desierto por Comité
Adscrito;Nivel II;1001;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a de Atención Primaria;09-05-2010;23-08-2010;29-11-2010;Desierto por Autoridad
Adscrito;Nivel II;1003;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana Santiago Sur;22-11-2009;-;05-03-2010;Desierto por Comité
Adscrito;Nivel II;1004;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Constitución;08-11-2009;-;01-02-2010;Desierto por Comité
Adscrito;Nivel II;1007;Ministerio de Salud;Servicio de Salud Magallanes;Subdirector/a Médico/a Hospital Regional de Punta Arenas Dr. Lautaro Navarro Avaria;22-11-2009;-;31-12-2009;Desierto por Comité
Adscrito;Nivel II;1010;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Médico/a Servicio de Salud;11-12-2011;-;07-02-2012;Desierto por Comité
Adscrito;Nivel II;1014;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Subdirector/a Médico/a Hospital Gustavo Fricke;08-05-2011;11-07-2011;27-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1020;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Intendente/a de Regulación de Prestadores Públicos y Privados;11-04-2010;24-06-2010;05-08-2010;Desierto por Autoridad
Adscrito;Nivel II;1022;Ministerio de Salud;Servicio de Salud Biobío;Jefe/a Departamento Auditoría;03-10-2010;-;22-12-2010;Desierto por Comité
Adscrito;Nivel II;1023;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Antofagasta;11-07-2010;28-10-2010;08-03-2011;Desierto por Autoridad
Adscrito;Nivel II;1024;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Magallanes y la Antártica Chilena;11-07-2010;28-10-2010;08-03-2011;Desierto por Autoridad
Adscrito;Nivel II;1027;Ministerio de Salud;Servicio de Salud Arauco;Director/a Atención Primaria;03-10-2010;-;13-12-2010;Desierto por Comité
Adscrito;Nivel II;1029;Ministerio de Minería;Servicio Nacional de Geología y Minería;Subdirector/a Nacional de Geología;04-07-2010;21-10-2010;15-12-2010;Desierto por Autoridad
Adscrito;Nivel II;1032;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Finanzas, Administración y Servicios Internos;16-05-2010;-;11-08-2010;Desierto por Comité
Adscrito;Nivel II;1034;Ministerio de Salud;Servicio de Salud Aconcagua;Subdirector/a Médico/a Hospital San Camilo de San Felipe;23-10-2011;-;27-12-2011;Desierto por Comité
Adscrito;Nivel II;1039;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Médico/a Servicio de Salud;23-10-2011;-;29-12-2011;Desierto por Comité
Adscrito;Nivel II;1043;Ministerio de Salud;Servicio de Salud Coquimbo;Subdirector/a Médico/a Hospital La Serena;15-04-2012;-;25-05-2012;Desierto por Comité
Adscrito;Nivel II;1045;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Subdirector/a de Sistemas de Información y de Administración;06-06-2010;08-09-2010;02-02-2011;Desierto por Autoridad
Adscrito;Nivel II;1046;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Subdirector/a de Servicios al Cliente;06-06-2010;08-09-2010;02-02-2011;Desierto por Autoridad
Adscrito;Nivel II;1048;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Médico/a Hospital Provincial del Huasco;31-07-2011;-;03-11-2011;Desierto por Comité
Adscrito;Nivel II;1052;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento de Operaciones;16-05-2010;23-08-2010;16-11-2010;Desierto por Autoridad
Adscrito;Nivel II;1055;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Función Planificación y Control de Gestión;02-05-2010;30-08-2010;15-02-2011;Desierto por Autoridad
Adscrito;Nivel II;1056;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Auditoría Interna;02-05-2010;30-08-2010;15-02-2011;Desierto por Autoridad
Adscrito;Nivel II;1060;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Arica y Parinacota;29-03-2015;-;19-05-2015;Desierto por Comité
Adscrito;Nivel II;1063;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Coquimbo;19-04-2015;-;17-07-2015;Desierto por Comité
Adscrito;Nivel II;1064;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Bdo. OHiggins;08-06-2014;02-09-2014;05-05-2015;Desierto por Autoridad
Adscrito;Nivel II;1070;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Los Lagos;19-04-2015;-;07-07-2015;Desierto por Comité
Adscrito;Nivel II;1073;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Médico/a Servicio de Salud;24-07-2011;-;28-09-2011;Desierto por Comité
Adscrito;Nivel II;1079;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Médico/a Servicio de Salud;14-07-2013;05-09-2013;27-09-2013;Desierto por Autoridad
Adscrito;Nivel II;1095;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Arica y Parinacota;17-04-2011;-;19-07-2011;Desierto por Comité
Adscrito;Nivel II;1096;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Tarapacá;17-04-2011;-;19-07-2011;Desierto por Comité
Adscrito;Nivel II;1100;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Valparaíso;13-03-2011;-;09-06-2011;Desierto por Comité
Adscrito;Nivel II;1102;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional O'Higgins;13-03-2011;23-06-2011;26-08-2011;Desierto por Autoridad
Adscrito;Nivel II;1105;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Araucanía;27-03-2011;-;01-07-2011;Desierto por Comité
Adscrito;Nivel II;1107;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Los Lagos;27-03-2011;30-06-2011;23-08-2011;Desierto por Autoridad
Adscrito;Nivel II;1108;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Aysén;27-03-2011;-;01-07-2011;Desierto por Comité
Adscrito;Nivel II;1109;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Magallanes y la Antártica Chilena;27-03-2011;-;01-07-2011;Desierto por Comité
Adscrito;Nivel II;1112;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Lautaro;06-03-2011;16-05-2011;06-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1145;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Jefe/a División de Proyectos;27-06-2010;15-09-2010;21-10-2010;Desierto por Autoridad
Adscrito;Nivel II;1147;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional de Atacama;13-06-2010;26-08-2010;05-01-2011;Desierto por Autoridad
Adscrito;Nivel II;1161;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital Psiquiátrico Dr. Philippe Pinel;26-09-2010;-;22-11-2010;Desierto por Comité
Adscrito;Nivel II;1167;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Fiscalía;29-08-2010;-;09-11-2010;Desierto por Comité
Adscrito;Nivel II;1173;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Fiscal;03-10-2010;20-12-2010;12-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1174;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Tarapacá;04-07-2010;29-10-2010;05-01-2011;Desierto por Autoridad
Adscrito;Nivel II;1175;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Maule;04-07-2010;-;18-10-2010;Desierto por Comité
Adscrito;Nivel II;1177;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Función Jurídica;13-06-2010;30-08-2010;15-02-2011;Desierto por Autoridad
Adscrito;Nivel II;1179;Ministerio de Agricultura;Comisión Nacional de Riego;Jefe/a de División de Estudios y Desarrollo;22-08-2010;-;29-11-2010;Desierto por Comité
Adscrito;Nivel II;1181;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital Regional Libertador Bernardo OHiggins;02-07-2010;28-09-2010;23-11-2010;Desierto por Autoridad
Adscrito;Nivel II;1185;Ministerio de Obras Públicas;Dirección General de Aguas;Subdirector/a;05-09-2010;-;25-11-2010;Desierto por Comité
Adscrito;Nivel II;1186;Ministerio de Obras Públicas;Dirección General de Aguas;Jefe/a División Legal;05-09-2010;14-12-2010;31-01-2011;Desierto por Autoridad
Adscrito;Nivel II;1206;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Metropolitano/a;25-06-2010;04-10-2010;18-01-2011;Desierto por Autoridad
Adscrito;Nivel II;1213;Ministerio de Salud;Instituto de Salud Pública;Jefe/a Departamento Función: Laboratorio Biomédico Nacional de Referencia;07-11-2010;-;10-01-2011;Desierto por Comité
Adscrito;Nivel II;1214;Ministerio de Salud;Instituto de Salud Pública;Jefe/a Departamento Función: Agencia Nacional de Medicamentos;07-11-2010;-;10-01-2011;Desierto por Comité
Adscrito;Nivel II;1219;Ministerio de Salud;Servicio de Salud Ñuble;Jefe/a Departamento Auditoría;15-08-2010;02-12-2010;17-03-2011;Desierto por Autoridad
Adscrito;Nivel II;1223;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Protección Pecuaria;26-09-2010;07-01-2011;27-01-2011;Desierto por Autoridad
Adscrito;Nivel II;1224;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Valparaíso;23-06-2013;12-09-2013;04-02-2014;Desierto por Autoridad
Adscrito;Nivel II;1227;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Aysén;22-08-2010;-;02-12-2010;Desierto por Comité
Adscrito;Nivel II;1235;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Arica y Parinacota;12-09-2010;-;06-12-2010;Desierto por Comité
Adscrito;Nivel II;1236;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Magallanes y la Antártica Chilena;12-09-2010;-;06-12-2010;Desierto por Comité
Adscrito;Nivel II;1243;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Maule;28-11-2010;28-01-2011;11-04-2011;Desierto por Autoridad
Adscrito;Nivel II;1247;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional de Aysén del General Carlos Ibáñez del Campo;06-03-2011;-;01-07-2011;Desierto por Comité
Adscrito;Nivel II;1255;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Tarapacá;28-11-2010;11-02-2011;03-03-2011;Desierto por Autoridad
Adscrito;Nivel II;1256;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Metropolitano/a;28-11-2010;11-02-2011;03-03-2011;Desierto por Autoridad
Adscrito;Nivel II;1262;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Administrativo/a Hospital;17-10-2010;21-01-2011;12-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1263;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Tarapacá;25-09-2011;-;02-01-2012;Desierto por Comité
Adscrito;Nivel II;1271;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Protección Civil;14-11-2010;21-01-2011;31-03-2011;Desierto por Autoridad
Adscrito;Nivel II;1274;Ministerio de Salud;Servicio de Salud Los Ríos;Subdirector/a Administrativo/a Servicio de Salud;03-07-2011;16-09-2011;08-11-2011;Desierto por Autoridad
