Nivel;Tipo Cargo;Ministerio;Servicio;Nombre Cargo;Fecha Nombramiento;Fecha Inicio Labor;Concurso;Sexo
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Médico/a Servicio de Salud;21-07-2008;15-07-2008;516;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Fiscal;10-12-2008;01-01-2009;519;Mujer
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Jefe/a Departamento Función: Administración y Finanzas;06-08-2008;01-09-2008;520;Mujer
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Vialidad;Subdirector/a de Desarrollo;28-10-2008;17-11-2008;521;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Capacitación a Personas;09-04-2008;15-04-2008;523;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Administrativo/a;10-10-2008;01-09-2008;524;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Los Lagos;19-11-2008;01-12-2008;527;Hombre
Nivel II;Adscrito;Ministerio de Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;Subdirector/a de Administración y Finanzas;09-03-2009;06-04-2009;528;Mujer
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Fiscal;23-06-2008;01-07-2008;530;Hombre
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe de Departamento Función Usuarios;29-07-2008;11-08-2008;532;Hombre
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Administración y Finanzas;03-07-2008;14-07-2008;533;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Tarapacá;05-12-2008;01-01-2009;535;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Araucanía;05-12-2008;01-01-2009;536;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Los Lagos;13-01-2009;01-03-2009;539;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Subdirector/a Administrativo/a Hospital de Las Higueras;06-08-2008;18-08-2008;540;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Jefe/a Departamento Auditoría;28-07-2008;01-09-2008;545;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Tarapacá;01-11-2008;01-11-2008;546;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Coquimbo;01-11-2008;01-11-2008;547;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Valparaíso;01-11-2008;01-11-2008;548;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Bdo. OHiggins;01-11-2008;01-11-2008;549;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Maule;01-11-2008;01-11-2008;550;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Los Lagos;01-11-2008;01-11-2008;551;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Aysén;01-11-2008;01-11-2008;552;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Antofagasta;08-10-2008;01-11-2008;553;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Araucanía;08-10-2008;01-11-2008;554;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Jefe/a División Fiscalización;23-06-2008;01-07-2008;555;Mujer
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;19-06-2009;20-07-2009;556;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a de División Operaciones y Atención Ciudadana;02-07-2008;07-07-2008;557;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Jurídica;30-06-2008;14-07-2008;559;Mujer
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Finanzas Públicas;16-06-2008;14-07-2008;560;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Coyhaique, Región de Aysén;10-10-2008;27-10-2008;564;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Técnica;03-07-2008;13-10-2008;565;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Coquimbo;19-11-2008;01-12-2008;569;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Valparaíso;19-11-2008;01-12-2008;570;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional OHiggins;19-11-2008;01-12-2008;571;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Maule;19-11-2008;01-12-2008;572;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Bío-Bío;19-11-2008;01-12-2008;573;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Araucanía;19-11-2008;01-12-2008;574;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Secretario/a Ejecutivo/a Inst. Dr. Carlos Ybar;08-09-2008;09-09-2008;577;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región del Libertador Bernardo O'Higgins;07-10-2008;13-10-2008;578;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Hospital Dr. Ernesto Torres Galdames de Iquique;07-08-2008;18-08-2008;581;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Hospital San Borja Arriaran;03-02-2009;01-03-2009;584;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Director/a Hospital Herminda Martín de Chillán;17-06-2009;01-06-2009;585;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a de Marketing;11-11-2008;10-10-2008;586;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Curicó;19-01-2009;01-01-2009;587;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Cauquenes;03-08-2009;01-08-2009;588;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Parral;03-08-2009;16-08-2009;589;Hombre
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Contabilidad y Finanzas;Subdirector/a de Contabilidad y Finanzas;19-11-2008;17-11-2008;592;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad Departamento Gestión de Personas y Desarrollo Organizacional;29-10-2008;17-11-2008;594;Hombre
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Técnica;29-12-2008;01-01-2009;595;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Director/a Hospital Dr. Juan Noé Crevani de Arica;03-11-2008;01-11-2008;598;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Subdirector/a Nacional de Pesca;19-01-2009;01-03-2009;599;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Aysén;07-10-2008;13-10-2008;600;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento Recursos Financieros;12-11-2008;01-11-2008;601;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Magallanes y la Antártica Chilena;22-12-2008;01-03-2009;602;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Administrativo/a Hospital Guillermo Grant Benavente;23-06-2009;01-07-2009;603;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Antofagasta;23-09-2008;01-10-2008;604;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Los Lagos;23-09-2008;01-10-2008;605;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Maule;22-12-2008;01-03-2009;607;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Servicio de Salud;29-08-2008;03-09-2008;608;Hombre
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Antofagasta;08-01-2009;01-02-2009;609;Hombre
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Valparaíso;08-01-2009;01-03-2009;610;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Fiscalización y Cumplimiento;16-09-2008;01-10-2008;612;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a de Desarrollo;07-10-2008;06-10-2008;616;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Administrativo/a Hospital Carlos Van Buren;22-12-2008;01-01-2009;618;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Los Lagos;22-12-2008;01-03-2009;619;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Estudios y Desarrollo (Informática);23-04-2009;01-05-2009;620;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a Jurídico;22-05-2009;01-06-2009;621;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Administración y Finanzas;23-04-2009;05-05-2009;623;Hombre
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Jurídica;02-03-2009;03-03-2009;624;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Subdirector/a Administrativo/a Servicio de Salud;05-12-2008;01-12-2008;625;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a Hospital Provincial del Huasco;07-07-2009;17-08-2009;626;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Jefe/a Departamento Jurídico;07-04-2009;01-04-2009;627;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Psiquiátrico El Salvador;06-07-2009;01-08-2009;628;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División de Presupuesto;02-12-2008;01-01-2009;630;Hombre
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Gestión de Programas;03-10-2008;13-10-2008;637;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Subdirector/a Médico/a Servicio de Salud;13-07-2009;01-07-2009;638;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Valparaíso;22-12-2008;01-03-2009;639;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Villarrica;13-02-2009;16-02-2009;640;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Función Gestión de Personas;19-11-2008;01-12-2008;641;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital Regional de Antofagasta;29-05-2009;01-06-2009;643;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Jefe/a División Jurídica;20-03-2009;15-04-2009;644;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Magallanes y la Antártica Chilena;04-12-2008;06-02-2009;645;Hombre
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Bío - Bío;08-01-2009;16-02-2009;647;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Arica y Parinacota;30-12-2008;01-02-2009;650;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Hospital Guillermo Grant Benavente;23-06-2009;25-06-2009;651;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Los Lagos;30-12-2008;01-02-2009;654;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Fiscalía;27-01-2009;02-02-2009;655;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional del Lib. B. OHiggins;22-12-2008;01-03-2009;657;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Médico/a Hospital Eduardo Pereira;03-07-2009;20-07-2009;658;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital de Quilpué;17-08-2009;20-08-2009;659;Hombre
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;Subdirector/a de Gestión y Desarrollo;23-01-2009;01-02-2009;660;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Director/a Atención Primaria;15-05-2009;18-05-2009;663;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a de Atención Primaria;02-04-2009;01-04-2009;664;Mujer
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Función: Personas;18-12-2008;18-12-2008;666;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Arica y Parinacota;15-12-2008;22-12-2008;669;Mujer
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Aysén;08-01-2009;19-01-2009;670;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Hospital de Talca;12-01-2009;01-01-2009;671;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Director/a Hospital Exequiel González;10-06-2009;15-07-2009;672;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Subdirector/a Administrativo/a Hospital Exequiel González;09-04-2009;01-05-2009;673;Hombre
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Jefe/a División de Ingeniería;23-04-2009;01-05-2009;674;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Administrativo/a Servicio de Salud;11-05-2009;01-06-2009;675;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Jefe/a Departamento Auditoría;11-05-2009;01-06-2009;676;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Administración y Finanzas;02-07-2009;01-07-2009;682;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Bío-Bío;30-01-2009;01-03-2009;683;Mujer
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Aysén;23-12-2008;19-01-2009;686;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Los Ríos;02-02-2009;01-02-2009;689;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital Dr. Félix Bulnes Cerda;24-06-2009;02-07-2009;690;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Aysén;23-01-2009;16-02-2009;691;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Valparaíso;22-04-2009;01-05-2009;694;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Bío-Bío;22-04-2009;15-05-2009;697;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Magallanes y la Antártica Chilena;22-04-2009;01-05-2009;698;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a de Estudios;15-01-2009;15-01-2009;699;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Atacama;13-03-2009;23-03-2009;701;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Magallanes y la Antártica Chilena;28-04-2009;04-05-2009;702;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Valparaíso, Región de Valparaíso;09-02-2009;01-02-2009;704;Mujer
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Santiago, Región Metropolitana;09-02-2009;01-02-2009;705;Mujer
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Coquimbo, Región de Coquimbo;09-02-2009;02-03-2009;706;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Aysén;28-01-2009;09-02-2009;707;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director Departamento Tecnologías de Información y Comunicaciones;03-07-2009;01-10-2009;708;Mujer
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director Departamento Comercial;03-07-2009;01-09-2009;709;Mujer
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Tarapacá;05-04-2009;01-03-2009;711;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región del Bío-Bío;04-03-2009;01-04-2009;712;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a, Región de Los Lagos;05-04-2009;13-04-2009;713;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Magallanes y la Antártica Chilena;12-02-2009;01-03-2009;714;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Director/a Hospital Dr. Sotero del Río;15-07-2009;14-07-2009;716;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Subdirector/a Médico/a Hospital Dr. Sotero del Río;13-08-2009;01-08-2009;717;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Subdirector/a Administrativo/a Hospital Dr. Sotero del Río;21-04-2009;16-04-2009;718;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Subdirector/a Administrativo/a Servicio de Salud;21-04-2009;16-04-2009;719;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Atención Primaria;27-07-2009;01-08-2009;720;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Director/a de Hospital Barros Luco Trudeau;03-06-2009;01-07-2009;721;Hombre
Nivel II;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Director/a Función Evaluación de Inversiones y Gestión Estratégica;12-03-2009;19-03-2009;722;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Director/a Administrativo/a Nacional;18-03-2009;18-03-2009;723;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Tarapacá;26-05-2009;01-06-2009;724;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Atacama;26-05-2009;01-06-2009;725;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región del Maule;26-05-2009;01-06-2009;726;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Arica y Parinacota;08-04-2009;06-04-2009;728;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Tarapacá;26-06-2009;06-07-2009;729;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Abastecimiento;13-03-2009;01-04-2009;731;Hombre
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Los Lagos;23-04-2009;01-05-2009;733;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad de Evaluación, Control y Reclamaciones;09-04-2009;13-04-2009;734;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Metropolitano;25-05-2009;01-06-2009;738;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a División de Control de Gestión y Desarrollo;11-08-2009;12-08-2009;739;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Administrativo/a Servicio de Salud;16-03-2009;01-03-2009;740;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a de División de Cobranzas;02-03-2009;01-03-2009;741;Mujer
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Jefe/a División de Proyectos;26-06-2009;01-07-2009;742;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Coquimbo;06-04-2009;06-04-2009;743;Mujer
Nivel II;Adscrito;Ministerio de Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;Subdirector/a Médico/a;25-06-2009;01-08-2009;744;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Atención Primaria;12-08-2009;01-08-2009;745;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Carlos Van Buren;20-07-2009;01-08-2009;746;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Coquimbo;11-06-2009;01-07-2009;749;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Aysén;11-06-2009;01-07-2009;750;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Instituto Nacional del cáncer;24-08-2009;01-09-2009;754;Mujer
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Planificación y Desarrollo;21-08-2009;02-11-2009;756;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Hospital Clínico San Borja Arriarán;28-05-2009;01-06-2009;757;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Subdirector/a Administrativo/a Hospital Barros Luco;21-08-2009;01-09-2009;759;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Operaciones;21-07-2009;01-08-2009;765;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Subdirector/a de Marcas;28-10-2009;01-12-2009;769;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Subdirector/a de Patentes;28-10-2009;01-11-2009;770;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Subdirector/a Jurídico/a;28-10-2009;01-11-2009;771;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Jefe/a División Administrativa;28-10-2009;04-12-2009;772;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Hospital de Curanilahue;14-09-2009;15-09-2009;774;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Director/a Hospital San Luís de Buin;12-08-2009;15-08-2009;775;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Director/a Hospital Tomé;10-09-2009;05-10-2009;777;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Hospital Regional Libertador Bernardo OHiggins;22-09-2009;16-09-2009;780;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad Administración y Finanzas;14-08-2009;11-08-2009;781;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad de Informática y Estadísticas;16-09-2009;01-10-2009;782;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Arica y Parinacota;11-08-2009;17-08-2009;783;Mujer
