Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Año Convocatoria;Mes Convocatoria;Concurso;Id Cargo
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Antofagasta;2022;jun;ADP-10914;II 794
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Metropolitano/a;2022;jun;ADP-11634;II 798
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Jefe División de Comunicaciones y Denuncias;2022;dic;ADP-12541;II 904
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Punilla Cordillera;Directivo/a Jefe/a de Apoyo Técnico Pedagógico;2022;dic;ADP-9571;II 1682
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Magallanes;Directivo/a Jefe/a de Apoyo Técnico Pedagógico;2022;dic;ADP-9583;II 1687
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Región de Ñuble;2022;dic;ADP-14720;II 1493
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Los Lagos;2022;dic;ADP-15042;II 140
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Metropolitano;2022;dic;ADP-14193;II 832
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Subdirector/a Médico/a Hospital Dr. Victor Ríos de los Ángeles;2022;dic;ADP-15689;II 727
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Jefe de División de Administración, Finanzas y Desarrollo de Personas;2022;sep;ADP-12389;II 1671
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Coquimbo;2022;sep;ADP-12935;II 189
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Arica y Parinacota;2022;sep;ADP-12332;II 665
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Metropolitano;2022;sep;ADP-14205;II 230
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital San Camilo de San Felipe;2022;sep;ADP-14341;II 397
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Bío-Bío;2022;sep;ADP-13251;II 612
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Jefe División Infraestructura y Recintos;2022;sep;ADP-12352;II 1009
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Maule;2022;oct;ADP-12383;II 800
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Magallanes y la Antártica Chilena;2022;oct;ADP-12522;II 806
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Director/a Hospital Base de Puerto Montt;2022;oct;ADP-10565;II 574
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;2022;abr;ADP-10010;II 42
Nivel II;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Jefe/a División Fiscalización;2022;abr;ADP-10561;II 82
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Subdirector/a Nacional;2022;abr;ADP-9771;II 1246
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Los Lagos;2022;ago;ADP-12712;II 198
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Tarapacá;2022;ago;ADP-12301;II 793
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Región de Ñuble;2022;ago;ADP-12300;II 1490
Nivel II;Adscrito;Ministerio de Agricultura;Comisión Nacional de Riego;Jefe/a de División de Estudios y Desarrollo;2022;ago;ADP-13172;II 595
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Metropolitano/a;2022;may;ADP-11377;II 818
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Administrativo/a Servicio de Salud;2022;may;ADP-9407;II 579
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Fiscalía;2022;may;ADP-11629;II 598
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Migraciones;Director/a División Territorio e Inclusión;2022;jul;ADP-9711;II 1741
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Magallanes y la Antártica Chilena;2022;nov;ADP-7397;II 200
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Subdirector/a Desarrollo Rural;2022;nov;ADP-12626;II 597
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Recursos Naturales Renovables;2022;nov;ADP-12924;II 619
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Director/a Regional Cañete;2022;abr;ADP-10570;II 1242
Nivel II;Adscrito;Otros Organismos;Servicio Electoral;Jefe/a División Tecnologías de Información;2022;ene;ADP-10927;II 1147
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Operaciones;2022;ene;ADP-5163;II 206
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Administrativo/a Hospital Guillermo Grant Benavente;2022;ene;ADP-8033;II 515
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Maule;2022;ene;ADP-9561;II 167
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Los Ríos;2014;oct;2930;II 668
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Recursos Naturales Renovables;2014;oct;2772;II 619
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Bío-Bío;2014;oct;2736;II 687
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Libertador Bernardo O'Higgins;2014;oct;2835;II 819
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Aysén;2014;oct;2903;II 306
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Magallanes y la Antártica Chilena;2014;oct;2809;II 307
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Jefe/a Departamento Auditoría;2014;oct;2837;II 537
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Administrativo/a Servicio de Salud;2014;oct;2524;II 428
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Semillas;2014;oct;2568;II 620
Nivel II;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Director/a Función Estudios y Políticas Públicas;2014;oct;2760;II 650
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Informática;2014;sep;2692;II 72
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Metropolitano/a;2014;sep;2579;II 818
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Maule;2014;sep;2652;II 820
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Valparaíso;2014;ago;2479;II 190
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Aysén;2014;ago;2806;II 143
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Los Lagos;2014;ago;2805;II 140
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Jefe/a Departamento Auditoría;2014;ago;2834;II 422
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital Roberto del Río;2014;ago;2731;II 425
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Araucanía;2014;ago;2592;II 613
Nivel II;Adscrito;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Jefe/a División de Fiscalización;2014;ago;2713;II 828
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Arica y Parinacota;2014;ago;2891;II 673
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Antofagasta;2014;ago;2889;II 295
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Servicio de Salud;2014;ago;2419;II 440
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Director/a Hospital Dr. Juan Noé Crevani de Arica;2014;ago;2715;II 366
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Coquimbo;2014;ago;2581;II 816
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Arica, Región de Arica y Parinacota;2014;nov;2857;II 654
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Puerto Montt, Región de Los Ríos y Los Lagos;2014;nov;2698;II 78
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Jefe División de Comunicaciones y Denuncias;2014;nov;2875;II 904
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Subfiscal Nacional;2014;nov;2894;II 89
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a División Administración y Finanzas;2014;nov;2631;II 809
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a División Evaluación Ambiental y Participación Ciudadana;2014;nov;2912;II 808
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;2014;oct;2610;II 218
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional de Valparaíso;2014;oct;2820;II 118
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional del Maule;2014;oct;2821;II 121
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital del Salvador;2014;oct;2608;II 432
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Servicio de Salud;2014;oct;2643;II 494
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Protección Agrícola y Forestal;2014;oct;2567;II 617
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Magallanes;2014;oct;2869;II 920
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Jefe/a Departamento Auditoría;2014;oct;2542;II 429
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital Instituto Nacional del Tórax;2014;oct;2679;II 437
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Subdirector/a Administrativo/a Servicio de Salud;2014;sep;2677;II 368
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Función: Fomento;2014;sep;2701;II 601
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Vialidad;Subdirector/a de Administración;2014;ago;2730;II 329
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Antofagasta;2014;ago;2554;II 627
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Valparaíso;2014;ago;2460;II 146
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional OHiggins;2014;ago;2801;II 135
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Maule;2014;ago;2802;II 139
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Jefe/a Departamento Auditoría;2014;ago;2681;II 411
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bdo. OHiggins;2014;nov;2932;II 214
Nivel II;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Director/a Función Fiscalización;2014;nov;2911;II 648
Nivel II;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Director/a Función Evaluación de Inversiones y Gestión Estratégica;2014;nov;2761;II 649
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Aysén;2014;nov;2583;II 825
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Antofagasta;2014;nov;2638;II 234
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Metropolitano;2014;nov;2444;II 230
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Aysén;2014;nov;2655;II 690
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Magallanes y la Antártica Chilena;2014;nov;2656;II 691
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Intendente/a de Seguridad y Salud en el Trabajo;2014;jul;2449;II 1005
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Maule;2014;jul;2560;II 633
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Los Ríos;2014;jul;2564;II 678
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Santiago, Región Metropolitana;2014;nov;2697;II 74
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Coyhaique, Región de Aysén;2014;nov;2696;II 79
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Bío - Bío;2014;nov;2874;II 232
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Magallanes y la Antártica Chilena;2014;ago;2622;II 66
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Atención Primaria;2014;ago;2815;II 448
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Director/a Hospital El Pino;2014;ago;2838;II 473
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;2014;jul;2545;II 42
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Finanzas Públicas;2014;jul;2699;II 48
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Intendente/a de Regulación de Prestadores Públicos y Privados;2014;jun;2675;II 309
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Subdirector/a de Reinserción Social;2014;jun;2646;II 830
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Jefe/a de División Administración y Finanzas;2014;jun;2782;II 1010
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Jefe/a de División Actividad Física y Deportes;2014;jun;2781;II 1008
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Jefe División Infraestructura y Recintos;2014;jun;2780;II 1009
Nivel II;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Jefe/a División Autorizaciones;2014;dic;2899;II 84
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Metropolitano/a;2014;sep;2543;II 202
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Jefe/a Departamento Auditoría;2014;sep;2624;II 546
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Protección Civil;2014;jul;2344;II 1
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Los Ríos;2014;dic;2960;II 666
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Calidad Educativa;2023;ene;ADP-13175;II 186
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Arica y Parinacota;2023;ene;ADP-15538;II 667
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Tarapacá;2023;ene;ADP-15236;II 210
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Los Lagos;2023;ene;ADP-15490;II 217
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Región de Ñuble;2023;ene;ADP-15246;II 1509
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Aguas;Jefe/a División Legal;2023;ene;ADP-15637;II 333
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Los Ríos;2023;mar;ADP-11635;II 854
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Tarapacá;2023;mar;ADP-15459;II 844
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Coquimbo;2023;mar;ADP-15489;II 213
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Aysén;Directivo/a Jefe/a de Administración y Finanzas;2023;mar;ADP-15055;II 1694
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Gestión de Beneficios;2023;mar;ADP-13522;II 269
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital Roberto del Río;2023;mar;ADP-15651;II 425
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Región de Ñuble;2023;mar;ADP-13091;II 1485
Nivel II;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Director/a Función Fiscalización;2023;mar;ADP-8681;II 648
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Bío-Bío;2023;mar;ADP-16174;II 687
Nivel II;Adscrito;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Jefe/a División de Fiscalización;2023;mar;ADP-17260;II 828
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala;Subdirector/a Jurídico/a;2023;may;ADP-5022;II 1606
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Migraciones;Director Regional Metropolitano;2023;mar;ADP-9718;II 1755
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Recursos Humanos;2023;mar;ADP-17661;II 69
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Fiscalía;2023;mar;ADP-15959;II 184
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Licancabur;Directivo/a Jefe/a de Gestión de Personas;2023;mar;ADP-9692;II 1676
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional OHiggins;2023;mar;ADP-12708;II 135
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Maule;2023;mar;ADP-13950;II 139
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Atacama;2023;mar;ADP-15683;II 282
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Hospital de Maipú;2023;mar;ADP-5006;II 1445
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Servicio de Salud;2023;mar;ADP-9205;II 485
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Finanzas Públicas;2023;feb;ADP-15957;II 48
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Psiquiátrico El Salvador;2023;feb;ADP-13366;II 420
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Hospital Traumatológico;2023;feb;ADP-10011;II 520
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Atacama;2023;abr;ADP-15777;II 846
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional OHiggins;2023;abr;ADP-15778;II 850
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Evaluación de Logros de Aprendizaje;2023;abr;ADP-13524;II 921
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Región de Ñuble;2023;abr;ADP-17920;II 1494
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Bío-Bío;2023;abr;ADP-18073;II 147
Nivel II;Adscrito;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Jefe/a División de Productos y Servicios;2023;abr;ADP-16283;II 643
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Director/a Regional Osorno;2023;abr;ADP-13383;II 1243
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subirector/a Administrativo Hospital Luis Calvo Mackenna;2023;abr;ADP-14047;II 1184
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Función: Asistencia Financiera;2023;abr;ADP-12981;II 599
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Jefe/a de División Administración y Finanzas;2023;abr;ADP-17667;II 1010
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Migraciones;Director Regional Coquimbo;2023;mar;ADP-9716;II 1746
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Coquimbo;2023;mar;ADP-12989;II 910
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Los Ríos;2023;mar;ADP-12996;II 917
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Licancabur;Directivo/a Jefe/a de Administración y Finanzas;2023;mar;ADP-9691;II 1675
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Maule Costa;Directivo/a Jefe/a de Apoyo Técnico Pedagógico;2023;mar;ADP-9563;II 1677
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Subdirector/a Jurídico/a;2023;mar;ADP-17668;II 1104
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Los Ríos;2023;mar;ADP-13959;II 660
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Aysén;2023;mar;ADP-15892;II 143
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Subdirector/a Nacional Iquique;2023;mar;ADP-13382;II 1239
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Parral;2023;mar;ADP-11636;II 504
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director Regional Magallanes;2023;abr;ADP-12719;II 1669
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Director/a de Hospital Padre Alberto Hurtado;2023;abr;ADP-5102;II 1607
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Estudios;2023;ene;ADP-14791;II 923
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Maule Costa;Directivo/a Jefe/a de Gestión de Personas;2023;ene;ADP-14690;II 1680
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Subdirector/a Nacional de Acuicultura;2023;ene;ADP-13036;II 807
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Centro Sur;2023;ene;ADP-12813;II 1438
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a Jefe/a de Apoyo Técnico Pedagógico.;2023;ene;ADP-13352;II 1584
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Función: Personas;2023;ene;ADP-16986;II 176
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Director/a Hospital Herminda Martín de Chillán;2023;ene;ADP-12806;II 509
Nivel II;Adscrito;Otros Organismos;Servicio Electoral;Jefe/a División Función: Registros y Padrón Electoral;2023;ene;ADP-14523;II 771
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Araucanía;2023;mar;ADP-15539;II 853
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Bío-Bío;2023;mar;ADP-15460;II 852
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Magallanes;Directivo/a Jefe/a de Administración y Finanzas;2023;mar;ADP-15335;II 1689
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Administrativo/a Servicio de Salud;2023;mar;ADP-10916;II 513
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Tarapacá;2023;mar;ADP-14931;II 813
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Aysén;Directivo/a Jefe/a de Apoyo Técnico Pedagógico;2023;ene;ADP-9577;II 1692
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez;Directivo/a Jefe/a de Administración y Finanzas.;2023;ene;ADP-13965;II 1580
