index;Year_Convocatoria;Nivel;Ministerio;Servicio;Region;Estado;Concursos
1885;2014.0;II;Ministerio de Salud;Servicio de Salud Araucanía Sur;Región de la Araucanía;Nombrado;2
1886;2014.0;II;Ministerio de Salud;Servicio de Salud Arica;Región de Arica y Parinacota;Nombrado;1
1887;2014.0;II;Ministerio de Salud;Servicio de Salud Aysén;Región de Aysén del General Carlos Ibañez del Campo;Desierto;1
1888;2014.0;II;Ministerio de Salud;Servicio de Salud Iquique;Región de Tarapacá;Nombrado;1
1889;2014.0;II;Ministerio de Salud;Servicio de Salud Maule;Región del Maule;Desierto;1
1890;2014.0;II;Ministerio de Salud;Servicio de Salud Maule;Región del Maule;Nombrado;1
1891;2014.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Central;Región de Metropolitana de Santiago;Desierto;2
1892;2014.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Central;Región de Metropolitana de Santiago;Nombrado;3
1893;2014.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Región de Metropolitana de Santiago;Desierto;1
1894;2014.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Región de Metropolitana de Santiago;Nombrado;2
1895;2014.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Región de Metropolitana de Santiago;Nombrado;1
1896;2014.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Región de Metropolitana de Santiago;Nombrado;4
1897;2014.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Región de Metropolitana de Santiago;Nombrado;2
1898;2014.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Sur Oriente;Región de Metropolitana de Santiago;Nombrado;1
1899;2014.0;II;Ministerio de Salud;Servicio de Salud Osorno;Región de Los Lagos;Nombrado;1
1900;2014.0;II;Ministerio de Salud;Servicio de Salud Talcahuano;Región del Biobío;Desierto;1
1901;2014.0;II;Ministerio de Salud;Servicio de Salud Valdivia;Región de Los Ríos;Nombrado;1
1902;2014.0;II;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Región de  Valparaíso;Desierto;1
1903;2014.0;II;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Región de  Valparaíso;Nombrado;3
1904;2014.0;II;Ministerio de Salud;Servicio de Salud Viña del Mar - Quillota;Región de  Valparaíso;Nombrado;1
1905;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de  Coquimbo;Desierto;1
1906;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de  Valparaíso;Desierto;1
1907;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Antofagasta;Nombrado;1
1908;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Arica y Parinacota;Nombrado;1
1909;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
1910;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Los Lagos;Nombrado;1
1911;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Los Ríos;Nombrado;1
1912;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Magallanes y de la Antártica Chilena;Nombrado;1
1913;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Metropolitana de Santiago;Desierto;1
1914;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Metropolitana de Santiago;Nombrado;3
1915;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Tarapacá;Desierto;1
1916;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de la Araucanía;Nombrado;1
1917;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región del Biobío;Nombrado;1
1918;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región del Libertador General Bernardo OHiggins;Desierto;1
1919;2014.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región del Maule;Nombrado;1
1920;2014.0;II;Ministerio del Interior y Seguridad Pública;Oficina Nacional de Emergencia;Región de Metropolitana de Santiago;Nombrado;1
1921;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de  Atacama;Nombrado;1
1922;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de  Coquimbo;Nombrado;1
1923;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de  Valparaíso;Desierto;1
1924;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de Arica y Parinacota;Nombrado;1
1925;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
1926;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de Los Ríos;Desierto;1
1927;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de Metropolitana de Santiago;Desierto;1
1928;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de Metropolitana de Santiago;Nombrado;3
1929;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de la Araucanía;Desierto;1
1930;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región del Biobío;Nombrado;1
1931;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región del Libertador General Bernardo OHiggins;Nombrado;1
1932;2014.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región del Maule;Nombrado;1
1933;2014.0;II;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Región de Metropolitana de Santiago;Nombrado;3
1934;2014.0;II;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Región de Metropolitana de Santiago;Desierto;2
1935;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de  Atacama;Nombrado;1
1936;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de  Coquimbo;Desierto;1
1937;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de  Valparaíso;Nombrado;1
1938;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Antofagasta;Nombrado;1
1939;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Arica y Parinacota;Nombrado;1
1940;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
1941;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Los Lagos;Nombrado;1
1942;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Los Ríos;Nombrado;1
1943;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Magallanes y de la Antártica Chilena;Nombrado;1
1944;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Metropolitana de Santiago;Desierto;1
1945;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Metropolitana de Santiago;Nombrado;1
1946;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Tarapacá;Desierto;1
1947;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de la Araucanía;Nombrado;1
1948;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región del Biobío;Desierto;1
1949;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región del Libertador General Bernardo OHiggins;Nombrado;1
1950;2014.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región del Maule;Desierto;1
1951;2014.0;II;Ministerio del Trabajo y Previsión Social;Superintendencia de  Pensiones;Región de Metropolitana de Santiago;Desierto;1
1952;2014.0;II;Ministerio del Trabajo y Previsión Social;Superintendencia de  Pensiones;Región de Metropolitana de Santiago;Nombrado;1
1953;2014.0;II;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Región de Metropolitana de Santiago;Nombrado;2
1954;2015.0;I;Administración Central;Consejo para la Transparencia;Región de Metropolitana de Santiago;Nombrado;1
1955;2015.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región de Antofagasta;Nombrado;1
1956;2015.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región de Arica y Parinacota;Nombrado;1
1957;2015.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región de Metropolitana de Santiago;Nombrado;1
1958;2015.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región de la Araucanía;Nombrado;1
1959;2015.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región del Biobío;Nombrado;1
1960;2015.0;I;Administración Central;Tribunal Tributario Aduanero Región Antofagasta;Región de Antofagasta;Nombrado;1
1961;2015.0;I;Administración Central;Tribunal Tributario Aduanero Región Atacama;Región de  Atacama;Nombrado;1
1962;2015.0;I;Ministerio de Agricultura;Comisión Nacional de Riego;Región de Metropolitana de Santiago;Desierto;1
1963;2015.0;I;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Región de Metropolitana de Santiago;Nombrado;1
1964;2015.0;I;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Metropolitana de Santiago;Nombrado;1
1965;2015.0;I;Ministerio de Educación;Consejo Nacional de Educación;Región de Metropolitana de Santiago;Nombrado;4
1966;2015.0;I;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Región de Metropolitana de Santiago;Nombrado;1
1967;2015.0;I;Ministerio de Hacienda;Servicio de Impuestos Internos;Región de Metropolitana de Santiago;Nombrado;1
1968;2015.0;I;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Región de Metropolitana de Santiago;Nombrado;1
1969;2015.0;I;Ministerio de Minería;Corporación Nacional del Cobre;Región de Metropolitana de Santiago;Nombrado;2
1970;2015.0;I;Ministerio de Obras Públicas;Dirección de Aeropuertos;Región de Metropolitana de Santiago;Nombrado;1
1971;2015.0;I;Ministerio de Obras Públicas;Dirección de Contabilidad y Finanzas;Región de Metropolitana de Santiago;Nombrado;1
1972;2015.0;I;Ministerio de Obras Públicas;Dirección de Vialidad;Región de Metropolitana de Santiago;Nombrado;1
1973;2015.0;I;Ministerio de Obras Públicas;Fiscalía del Ministerio de Obras Públicas;Región de Metropolitana de Santiago;Nombrado;1
1974;2015.0;I;Ministerio de Obras Públicas;Superintendencia de Servicios Sanitarios;Región de Metropolitana de Santiago;Nombrado;1
1975;2015.0;I;Ministerio de Relaciones Exteriores;Dirección Nacional de Fronteras y Límites;Región de Metropolitana de Santiago;Nombrado;1
1976;2015.0;I;Ministerio de Salud;Hospital Padre Alberto Hurtado;Región de Metropolitana de Santiago;Nombrado;1
1977;2015.0;I;Ministerio de Salud;Servicio de Salud Aconcagua;Región de  Valparaíso;Nombrado;1
1978;2015.0;I;Ministerio de Salud;Servicio de Salud Arica;Región de Arica y Parinacota;Desierto;1
1979;2015.0;I;Ministerio de Salud;Servicio de Salud Arica;Región de Arica y Parinacota;Nombrado;1
1980;2015.0;I;Ministerio de Salud;Servicio de Salud Chiloé;Región de Los Lagos;Nombrado;1
1981;2015.0;I;Ministerio de Salud;Servicio de Salud Iquique;Región de Tarapacá;Nombrado;1
1982;2015.0;I;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Región de Metropolitana de Santiago;Nombrado;1
1983;2015.0;I;Ministerio de Transportes y Telecomunicaciones;Panel de Expertos Ministerio Transportes y Telecomunicaciones;Región de Metropolitana de Santiago;Nombrado;2
1984;2015.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Aysén del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
1985;2015.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Coquimbo;Región de  Coquimbo;Nombrado;1
1986;2015.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;Región de Los Lagos;Desierto;1
1987;2015.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;Región de Los Lagos;Nombrado;1
1988;2015.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Región de Tarapacá;Desierto;1
1989;2015.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;Región de la Araucanía;Nombrado;1
1990;2015.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;Región del Biobío;Nombrado;1
1991;2015.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Maule;Región del Maule;Nombrado;1
1992;2015.0;I;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Metropolitana de Santiago;Nombrado;1
1993;2015.0;I;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Región de Metropolitana de Santiago;Desierto;1
1994;2015.0;II;Administración Central;Agencia Nacional de Investigación y Desarrollo de Chile;Región de Metropolitana de Santiago;Nombrado;1
1995;2015.0;II;Administración Central;Municipalidad de Arica;Región de Arica y Parinacota;Nombrado;1
1996;2015.0;II;Administración Central;Municipalidad de Aysén;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
1997;2015.0;II;Administración Central;Municipalidad de Bulnes;Región del Ñuble;Desierto;1
1998;2015.0;II;Administración Central;Municipalidad de Cabildo;Región de  Valparaíso;Desierto;1
1999;2015.0;II;Administración Central;Municipalidad de Cerrillos;Región de Metropolitana de Santiago;Nombrado;1
2000;2015.0;II;Administración Central;Municipalidad de Chanco;Región del Maule;Nombrado;1
2001;2015.0;II;Administración Central;Municipalidad de Chiguayante;Región del Biobío;Nombrado;1
2002;2015.0;II;Administración Central;Municipalidad de Coltauco;Región del Libertador General Bernardo OHiggins;Desierto;1
2003;2015.0;II;Administración Central;Municipalidad de Coltauco;Región del Libertador General Bernardo OHiggins;Nombrado;1
2004;2015.0;II;Administración Central;Municipalidad de Diego de Almagro;Región de  Atacama;Nombrado;1
2005;2015.0;II;Administración Central;Municipalidad de Frutillar;Región de Los Lagos;Desierto;1
2006;2015.0;II;Administración Central;Municipalidad de Frutillar;Región de Los Lagos;Nombrado;1
2007;2015.0;II;Administración Central;Municipalidad de Galvarino;Región de la Araucanía;Nombrado;1
2008;2015.0;II;Administración Central;Municipalidad de Hualaihué;Región de Los Lagos;Nombrado;1
2009;2015.0;II;Administración Central;Municipalidad de Hualpén;Región del Biobío;Desierto;1
2010;2015.0;II;Administración Central;Municipalidad de Huasco;Región de  Atacama;Nombrado;1
2011;2015.0;II;Administración Central;Municipalidad de Lebu;Región del Biobío;Nombrado;1
2012;2015.0;II;Administración Central;Municipalidad de Llay Llay;Región de  Valparaíso;Desierto;1
2013;2015.0;II;Administración Central;Municipalidad de Longaví;Región del Maule;Nombrado;1
2014;2015.0;II;Administración Central;Municipalidad de Los Andes;Región de  Valparaíso;Nombrado;1
2015;2015.0;II;Administración Central;Municipalidad de Los Muermos;Región de Los Lagos;Nombrado;1
2016;2015.0;II;Administración Central;Municipalidad de Lota;Región del Biobío;Nombrado;1
2017;2015.0;II;Administración Central;Municipalidad de Malloa;Región del Libertador General Bernardo OHiggins;Nombrado;1
2018;2015.0;II;Administración Central;Municipalidad de Mariquina;Región de Los Ríos;Nombrado;1
2019;2015.0;II;Administración Central;Municipalidad de Molina;Región del Maule;Desierto;1
2020;2015.0;II;Administración Central;Municipalidad de Mulchén;Región del Biobío;Nombrado;1
2021;2015.0;II;Administración Central;Municipalidad de Nancagua;Región del Libertador General Bernardo OHiggins;Desierto;1
2022;2015.0;II;Administración Central;Municipalidad de Ovalle;Región de  Coquimbo;Nombrado;1
2023;2015.0;II;Administración Central;Municipalidad de Penco;Región del Biobío;Nombrado;1
2024;2015.0;II;Administración Central;Municipalidad de Peumo;Región del Libertador General Bernardo OHiggins;Desierto;1
2025;2015.0;II;Administración Central;Municipalidad de Pucón;Región de la Araucanía;Nombrado;1
2026;2015.0;II;Administración Central;Municipalidad de Puyehue;Región de Los Lagos;Nombrado;1
2027;2015.0;II;Administración Central;Municipalidad de Rengo;Región del Libertador General Bernardo OHiggins;Desierto;1
2028;2015.0;II;Administración Central;Municipalidad de Rengo;Región del Libertador General Bernardo OHiggins;Nombrado;1
2029;2015.0;II;Administración Central;Municipalidad de San Esteban;Región de  Valparaíso;Desierto;1
2030;2015.0;II;Administración Central;Municipalidad de Talcahuano;Región del Biobío;Desierto;1
2031;2015.0;II;Administración Central;Municipalidad de Tirúa;Región del Biobío;Nombrado;1
2032;2015.0;II;Administración Central;Municipalidad de Tocopilla;Región de Antofagasta;Nombrado;1
2033;2015.0;II;Administración Central;Municipalidad de Traiguén;Región de la Araucanía;Nombrado;1
2034;2015.0;II;Administración Central;Municipalidad de Vitacura;Región de Metropolitana de Santiago;Nombrado;1
2035;2015.0;II;Administración Central;Municipalidad de Yungay;Región del Ñuble;Nombrado;1
2036;2015.0;II;Ministerio de Agricultura;Comisión Nacional de Riego;Región de Metropolitana de Santiago;Nombrado;1
2037;2015.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región de Los Ríos;Nombrado;1
2038;2015.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región de Metropolitana de Santiago;Desierto;1
2039;2015.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región de Metropolitana de Santiago;Nombrado;2
2040;2015.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de  Atacama;Nombrado;1
2041;2015.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de  Valparaíso;Desierto;1
2042;2015.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Los Ríos;Nombrado;1
2043;2015.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Metropolitana de Santiago;Nombrado;4
2044;2015.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Tarapacá;Nombrado;1
2045;2015.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de la Araucanía;Desierto;1
2046;2015.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región del Biobío;Nombrado;1
2047;2015.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región del Libertador General Bernardo OHiggins;Nombrado;1
2048;2015.0;II;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Comisión Nacional de Investigación Científica y Tecnológica;Región de Metropolitana de Santiago;Desierto;1
2049;2015.0;II;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Comisión Nacional de Investigación Científica y Tecnológica;Región de Metropolitana de Santiago;Nombrado;1
2050;2015.0;II;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Región de Metropolitana de Santiago;Nombrado;4
2051;2015.0;II;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Región de Metropolitana de Santiago;Nombrado;1
2052;2015.0;II;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Región de Metropolitana de Santiago;Desierto;1
2053;2015.0;II;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Región de Metropolitana de Santiago;Nombrado;3
2054;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de  Coquimbo;Nombrado;1
2055;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de  Valparaíso;Desierto;1
2056;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de  Valparaíso;Nombrado;1
2057;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Antofagasta;Nombrado;1
2058;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Arica y Parinacota;Nombrado;1
2059;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Aysén del General Carlos Ibañez del Campo;Desierto;1
2060;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
2061;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Los Lagos;Nombrado;1
2062;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Magallanes y de la Antártica Chilena;Desierto;1
2063;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Magallanes y de la Antártica Chilena;Nombrado;1
2064;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Metropolitana de Santiago;Desierto;1
2065;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Metropolitana de Santiago;Nombrado;1
2066;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Tarapacá;Nombrado;1
2067;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de la Araucanía;Nombrado;1
2068;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región del Biobío;Desierto;1
2069;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región del Biobío;Nombrado;1
2070;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región del Libertador General Bernardo OHiggins;Desierto;1
2071;2015.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región del Maule;Desierto;1
2072;2015.0;II;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Región de Metropolitana de Santiago;Desierto;1
2073;2015.0;II;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Región de Metropolitana de Santiago;Nombrado;1
2074;2015.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de  Valparaíso;Nombrado;1
2075;2015.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Los Lagos;Desierto;1
2076;2015.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Los Lagos;Nombrado;1
2077;2015.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Metropolitana de Santiago;Desierto;1
2078;2015.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Metropolitana de Santiago;Nombrado;3
2079;2015.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Tarapacá;Nombrado;1
2080;2015.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región del Biobío;Nombrado;1
2081;2015.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región del Maule;Nombrado;1
2082;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de  Valparaíso;Nombrado;4
2083;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región del Biobío;Desierto;2
2084;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de  Valparaíso;Nombrado;1
2085;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Arica y Parinacota;Nombrado;1
2086;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Magallanes y de la Antártica Chilena;Nombrado;1
2087;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Metropolitana de Santiago;Nombrado;2
2088;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región del Biobío;Nombrado;1
2089;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de  Atacama;Nombrado;1
2090;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de  Coquimbo;Desierto;1
2091;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de  Coquimbo;Nombrado;1
2092;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
2093;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Los Lagos;Nombrado;1
2094;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Magallanes y de la Antártica Chilena;Nombrado;1
2095;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Metropolitana de Santiago;Desierto;1
2096;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Metropolitana de Santiago;Nombrado;1
2097;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Tarapacá;Desierto;1
2098;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Tarapacá;Nombrado;1
2099;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de la Araucanía;Nombrado;1
2100;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región del Biobío;Desierto;1
2101;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región del Biobío;Nombrado;1
2102;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región del Libertador General Bernardo OHiggins;Nombrado;1
2103;2015.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región del Maule;Nombrado;1
2104;2015.0;II;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;Región de Metropolitana de Santiago;Nombrado;2
2105;2015.0;II;Ministerio de Educación;Agencia de Calidad de la Educación;Región de Metropolitana de Santiago;Nombrado;2
2106;2015.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de  Atacama;Desierto;1
2107;2015.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Antofagasta;Nombrado;1
2108;2015.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Arica y Parinacota;Nombrado;1
2109;2015.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Magallanes y de la Antártica Chilena;Nombrado;1
2110;2015.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Metropolitana de Santiago;Desierto;2
2111;2015.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Metropolitana de Santiago;Nombrado;1
2112;2015.0;II;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Región de Magallanes y de la Antártica Chilena;Desierto;1
2113;2015.0;II;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Región de Metropolitana de Santiago;Desierto;1
2114;2015.0;II;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Región de Metropolitana de Santiago;Nombrado;5
