id Cargo;RBD;Adscrito;Nivel;MINISTERIO;SERVICIO;Entidad;Cargo;Region
III 2386;9879;DEEM;III;Educación;Municipal DAEM;Escuela Basica;Director/a;Metropolitana
III 2387;9880;DEEM;III;Educación;Municipal DAEM;Escuela Basica Japon;Director/a;Metropolitana
III 2388;9881;DEEM;III;Educación;Corporación;Escuela Vicente Reyes Palazuelos;Director/a;Metropolitana
III 2389;9882;DEEM;III;Educación;Municipal DAEM;Escuela J.Prieto Vial;Director/a;Metropolitana
III 239;611;DEEM;III;Educación;NEP;Liceo Diego Portales;Director/a;Coquimbo
III 2390;9883;DEEM;III;Educación;Corporación;Escuela Básica N 263 Ramon Freire;Director/a;Metropolitana
III 2391;9884;DEEM;III;Educación;Corporación;Escuela Leon Humberto Valenzuela;Director/a;Metropolitana
III 2392;9886;DEEM;III;Educación;Municipal DAEM;Escuela Estrella Reina De Chile;Director/a;Metropolitana
III 2393;9887;DEEM;III;Educación;Corporación;Escuela El Llano De Maipu;Director/a;Metropolitana
III 2394;9888;DEEM;III;Educación;Municipal DAEM;Escuela Santa Adela;Director/a;Metropolitana
III 2395;9889;DEEM;III;Educación;Corporación;Liceo Reino De Dinamarca;Director/a;Metropolitana
III 2396;9890;DEEM;III;Educación;Corporación;Escuela Tomas Vargas;Director/a;Metropolitana
III 2397;9891;DEEM;III;Educación;Corporación;Republica De Guatemala;Director/a;Metropolitana
III 2398;9892;DEEM;III;Educación;Corporación;Escuela Las Americas;Director/a;Metropolitana
III 2399;9893;DEEM;III;Educación;Corporación;Escuela Especial Andalue;Director/a;Metropolitana
III 24;27;DEEM;III;Educación;Municipal DAEM;Escuela Esmeralda;Director/a;Arica Y Parinacota
III 240;612;DEEM;III;Educación;NEP;Escuela Guillermo Cereceda;Director/a;Coquimbo
III 2400;9895;DEEM;III;Educación;Corporación;Escuela Basica Reina De Suecia;Director/a;Metropolitana
III 2401;9896;DEEM;III;Educación;Corporación;Liceo Alcalde Gonzalo Perez Llona;Director/a;Metropolitana
III 2402;9985;DEEM;III;Educación;Corporación;Liceo Guillermo Labarca Hubertson;Director/a;Metropolitana
III 2403;10010;DEEM;III;Educación;NEP;Mustafa Kemal Ataturk;Director/a;Metropolitana
III 2404;10074;DEEM;III;Educación;NEP;Escuela Alianza;Director/a;Metropolitana
III 2405;10076;DEEM;III;Educación;NEP;Complejo Educacional Pedro Prado;Director/a;Metropolitana
III 2406;10077;DEEM;III;Educación;NEP;Liceo Mun. Centro Educacional Pudahuel;Director/a;Metropolitana
III 2407;10080;DEEM;III;Educación;NEP;Escuela Teniente Hernan Merino Correa;Director/a;Metropolitana
III 2408;10081;DEEM;III;Educación;NEP;Escuela Estrella De Chile;Director/a;Metropolitana
III 2409;10083;DEEM;III;Educación;NEP;Escuela Presidente Roosevelt;Director/a;Metropolitana
III 241;613;DEEM;III;Educación;NEP;Colegio De Artes Claudio Arrau;Director/a;Coquimbo
III 2410;10085;DEEM;III;Educación;NEP;Escuela Estado De Florida;Director/a;Metropolitana
III 2411;10086;DEEM;III;Educación;NEP;Escuela Republica De Italia;Director/a;Metropolitana
III 2412;10087;DEEM;III;Educación;NEP;Escuela Republica De Croacia;Director/a;Metropolitana
III 2413;10088;DEEM;III;Educación;NEP;Escuela Herminda De La Victoria;Director/a;Metropolitana
III 2414;10089;DEEM;III;Educación;NEP;Escuela Jaime Gomez Garcia;Director/a;Metropolitana
III 2415;10090;DEEM;III;Educación;NEP;Escuela Alexander Graham Bell;Director/a;Metropolitana
III 2416;10092;DEEM;III;Educación;NEP;Escuela Golda Meir;Director/a;Metropolitana
III 2417;10093;DEEM;III;Educación;NEP;Escuela Millahue;Director/a;Metropolitana
III 2418;10095;DEEM;III;Educación;NEP;Escuela Ignacio Carrera Pinto;Director/a;Metropolitana
III 2419;10097;DEEM;III;Educación;NEP;Escuela Mariscal De Ayacucho;Director/a;Metropolitana
III 242;614;DEEM;III;Educación;NEP;Escuela Presidente Anibal Pinto;Director/a;Coquimbo
III 2420;10098;DEEM;III;Educación;NEP;Escuela Provincia De Arauco;Director/a;Metropolitana
III 2421;10099;DEEM;III;Educación;NEP;Escuela General Rene Escauriaza;Director/a;Metropolitana
III 2422;10100;DEEM;III;Educación;NEP;Escuela El Salitre;Director/a;Metropolitana
III 2423;10102;DEEM;III;Educación;NEP;Escuela Albert Einstein;Director/a;Metropolitana
III 2424;10103;DEEM;III;Educación;NEP;Escuela Sor Teresa De Los Andes;Director/a;Metropolitana
III 2425;10104;DEEM;III;Educación;NEP;Escuela Monsenor Carlos Oviedo;Director/a;Metropolitana
III 2426;10105;DEEM;III;Educación;NEP;Escuela Federico Acevedo Salazar;Director/a;Metropolitana
III 2427;10106;DEEM;III;Educación;NEP;Escuela Poeta Pablo Neruda;Director/a;Metropolitana
III 2428;10107;DEEM;III;Educación;NEP;Escuela Basica Paulo Freire;Director/a;Metropolitana
III 2429;10108;DEEM;III;Educación;NEP;Escuela Leonardo Da Vinci;Director/a;Metropolitana
III 243;615;DEEM;III;Educación;NEP;Escuela Coquimbo;Director/a;Coquimbo
III 2430;10113;DEEM;III;Educación;NEP;Escuela Elvira Santa Cruz Ossa;Director/a;Metropolitana
III 2431;10114;DEEM;III;Educación;NEP;Escuela Basica N°389 Republica De Estados Unidos;Director/a;Metropolitana
III 2432;10116;DEEM;III;Educación;NEP;Colegio Neptuno;Director/a;Metropolitana
III 2433;10117;DEEM;III;Educación;NEP;Escuela Maria Luisa Bombal;Director/a;Metropolitana
III 2434;10119;DEEM;III;Educación;NEP;Escuela Poeta Vicente Huidobro;Director/a;Metropolitana
III 2435;10120;DEEM;III;Educación;NEP;Liceo De Adultos Alberto Galleguillos J.;Director/a;Metropolitana
III 2436;10122;DEEM;III;Educación;NEP;Escuela Prof. Manuel Guerrero Ceballos;Director/a;Metropolitana
III 2437;10123;DEEM;III;Educación;NEP;Escuela Basica Melvin Jones;Director/a;Metropolitana
III 2438;10124;DEEM;III;Educación;NEP;Escuela San Daniel;Director/a;Metropolitana
III 2439;10126;DEEM;III;Educación;NEP;Complejo Educacional Cerro Navia;Director/a;Metropolitana
III 244;616;DEEM;III;Educación;NEP;Escuela Cardenal Jose Maria Caro;Director/a;Coquimbo
III 2440;10127;DEEM;III;Educación;NEP;Esc.De Educacion Diferencial Quillahue;Director/a;Metropolitana
III 2441;10128;DEEM;III;Educación;NEP;Escuela Centro Educ.Integral De Adultos;Director/a;Metropolitana
III 2442;10130;DEEM;III;Educación;NEP;Liceo Ciudad De Brasilia;Director/a;Metropolitana
III 2443;10133;DEEM;III;Educación;Corporación;Escuela Basica G-N°320 Lipangue;Director/a;Metropolitana
III 2444;10134;DEEM;III;Educación;NEP;Esc.Comodoro Arturo Merino Benitez;Director/a;Metropolitana
III 2445;10135;DEEM;III;Educación;NEP;Escuela Lo Boza;Director/a;Metropolitana
III 2446;10197;DEEM;III;Educación;Corporación;Escuela Juana De Lestonac;Director/a;Metropolitana
III 2447;10199;DEEM;III;Educación;Municipal DAEM;Liceo Polivalente A80 Presidente Jose Manuel Balmaceda;Director/a;Metropolitana
III 2448;10200;DEEM;III;Educación;Corporación;Escuela Basica Isabel Le Brun;Director/a;Metropolitana
III 2449;10201;DEEM;III;Educación;Corporación;Escuela Thomas Alva Edison;Director/a;Metropolitana
III 245;617;DEEM;III;Educación;NEP;Colegio Santa Cecilia;Director/a;Coquimbo
III 2450;10202;DEEM;III;Educación;Corporación;Escuela Domingo Santa Maria Gonzalez;Director/a;Metropolitana
III 2451;10204;DEEM;III;Educación;Corporación;Escuela Capitan Jose Luis Araneda;Director/a;Metropolitana
III 2452;10205;DEEM;III;Educación;Corporación;Escuela General Manuel Bulnes Prieto;Director/a;Metropolitana
III 2453;10207;DEEM;III;Educación;Corporación;Escuela Rebeca Matte Bello;Director/a;Metropolitana
III 2454;10210;DEEM;III;Educación;Corporación;Escuela General Alejandro Gorostiaga O;Director/a;Metropolitana
III 2455;10212;DEEM;III;Educación;Corporación;Escuela Juana Atala De Hirmas;Director/a;Metropolitana
III 2456;10216;DEEM;III;Educación;Corporación;Esc. Basica Monserrat Robert De Garcia;Director/a;Metropolitana
III 2457;10239;DEEM;III;Educación;Municipal DAEM;Escuela Estado De Michigan;Director/a;Metropolitana
III 2458;10240;DEEM;III;Educación;Municipal DAEM;Escuela Luis Cruz Martinez;Director/a;Metropolitana
III 2459;10241;DEEM;III;Educación;Municipal DAEM;Escuela Basica El Manio;Director/a;Metropolitana
III 246;618;DEEM;III;Educación;NEP;Escuela Santo Tomas De Aquino;Director/a;Coquimbo
III 2460;10250;DEEM;III;Educación;Municipal DAEM;Centro Educacional De Huechuraba;Director/a;Metropolitana
III 2461;10251;DEEM;III;Educación;Corporación;Liceo Poeta Federico Garcia Lorca;Director/a;Metropolitana
III 2462;10252;DEEM;III;Educación;Municipal DAEM;Liceo Arturo Perez Canto;Director/a;Metropolitana
III 2463;10253;DEEM;III;Educación;Corporación;Liceo Poliv. Abdon Cifuentes;Director/a;Metropolitana
III 2464;10254;DEEM;III;Educación;Municipal DAEM;Centro Educacional Jose Miguel Carrera;Director/a;Metropolitana
III 2465;10255;DEEM;III;Educación;Municipal DAEM;Complejo Educacional Juanita Fernandez Solar;Director/a;Metropolitana
III 2466;10257;DEEM;III;Educación;Municipal DAEM;Escuela Sargento 2. Daniel Rebolledo;Director/a;Metropolitana
III 2467;10259;DEEM;III;Educación;Corporación;Liceo Agustin Edwards;Director/a;Metropolitana
III 2468;10260;DEEM;III;Educación;Corporación;Escuela Unesco;Director/a;Metropolitana
III 2469;10262;DEEM;III;Educación;Municipal DAEM;Escuela Espana;Director/a;Metropolitana
III 247;620;DEEM;III;Educación;NEP;Escuela Jose Alfaro Alfaro;Director/a;Coquimbo
III 2470;10263;DEEM;III;Educación;Corporación;Escuela D-114;Director/a;Metropolitana
III 2471;10264;DEEM;III;Educación;Corporación;Escuela Sol Naciente;Director/a;Metropolitana
III 2472;10265;DEEM;III;Educación;Corporación;Escuela Horacio Johnson Gana;Director/a;Metropolitana
III 2473;10266;DEEM;III;Educación;Corporación;Escuela Dra.Eloisa Diaz Insunza;Director/a;Metropolitana
III 2474;10267;DEEM;III;Educación;Municipal DAEM;Escuela Escritora Marcela Paz;Director/a;Metropolitana
III 2475;10268;DEEM;III;Educación;Municipal DAEM;Escuela Puerto Rico;Director/a;Metropolitana
III 2476;10269;DEEM;III;Educación;Corporación;Liceo Munc.Almirante Galvarino Riveros;Director/a;Metropolitana
III 2477;10270;DEEM;III;Educación;Municipal DAEM;Centro Educ.Escritores De Chile;Director/a;Metropolitana
III 2478;10271;DEEM;III;Educación;Corporación;Escuela Araucarias De Chile;Director/a;Metropolitana
III 2479;10272;DEEM;III;Educación;Municipal DAEM;Escuela Basica Carlos Prats G.;Director/a;Metropolitana
III 248;621;DEEM;III;Educación;NEP;Escuela Basica Mario Munoz Silva;Director/a;Coquimbo
III 2480;10273;DEEM;III;Educación;Corporación;Escuela Valle Del Inca;Director/a;Metropolitana
III 2481;10277;DEEM;III;Educación;Municipal DAEM;Escuela Adelaida La Fetra;Director/a;Metropolitana
III 2482;10278;DEEM;III;Educación;Corporación;Escuela Pedro Aguirre Cerda;Director/a;Metropolitana
III 2483;10279;DEEM;III;Educación;Corporación;Escuela Allipen;Director/a;Metropolitana
III 2484;10280;DEEM;III;Educación;Corporación;Centro Educ. Poeta Eusebio Lillo;Director/a;Metropolitana
III 2485;10281;DEEM;III;Educación;Corporación;Escuela Atenea;Director/a;Metropolitana
III 2486;10282;DEEM;III;Educación;Municipal DAEM;Escuela Luis Galdames;Director/a;Metropolitana
III 2487;10283;DEEM;III;Educación;Corporación;Escuela Aviador Dagoberto Godoy F.;Director/a;Metropolitana
III 2488;10285;DEEM;III;Educación;Municipal DAEM;Escuela Santa Victoria De Huechuraba;Director/a;Metropolitana
III 2489;10288;DEEM;III;Educación;Corporación;Escuela Basica Likan-Antai;Director/a;Metropolitana
III 249;623;DEEM;III;Educación;NEP;Centro Laboral Jean Piaget;Director/a;Coquimbo
III 2490;10290;DEEM;III;Educación;Municipal DAEM;Escuela Las Canteras;Director/a;Metropolitana
III 2491;10291;DEEM;III;Educación;Municipal DAEM;Escuela Victor Cuccuini;Director/a;Metropolitana
III 2492;10293;DEEM;III;Educación;Corporación;Escuela Esp. Humberto Aranda Irribarren;Director/a;Metropolitana
III 2493;10300;DEEM;III;Educación;Municipal DAEM;Escuela Marta Colvin;Director/a;Metropolitana
III 2494;10301;DEEM;III;Educación;Corporación;Escuela Camilo Henriquez;Director/a;Metropolitana
III 2495;10302;DEEM;III;Educación;Municipal DAEM;Escuela Anne Eleonor Roosevelt;Director/a;Metropolitana
III 2496;10305;DEEM;III;Educación;Municipal DAEM;Escuela Santiago De Guayaquil;Director/a;Metropolitana
III 2497;10306;DEEM;III;Educación;Municipal DAEM;Escuela Mun.Hermana Maria Goretti;Director/a;Metropolitana
III 2498;10307;DEEM;III;Educación;Municipal DAEM;Escuela Rafael Valdivieso;Director/a;Metropolitana
III 2499;10309;DEEM;III;Educación;Municipal DAEM;Escuela Educ.Dif. Sta. Teresa De Avila;Director/a;Metropolitana
III 25;28;DEEM;III;Educación;Municipal DAEM;Escuela Ricardo Silva Arriagada;Director/a;Arica Y Parinacota
III 250;624;DEEM;III;Educación;NEP;Escuela Diferencial Juan Sandoval C.;Director/a;Coquimbo
III 2500;10398;DEEM;III;Educación;Corporación;Liceo Rebeca Olivares Benitez;Director/a;Metropolitana
III 2501;10399;DEEM;III;Educación;Corporación;Liceo Polivalente Rigoberto Fontt I.;Director/a;Metropolitana
III 2502;10400;DEEM;III;Educación;Corporación;Escuela Basica Marcos Gooycolea Cortes;Director/a;Metropolitana
III 2503;10401;DEEM;III;Educación;Corporación;Escuela Basica Santa Teresa Del Carmelo;Director/a;Metropolitana
III 2504;10402;DEEM;III;Educación;Corporación;Escuela Especial Ernesto Soto Negrete;Director/a;Metropolitana
III 2505;10403;DEEM;III;Educación;Corporación;Escuela Premio Nobel Pablo Neruda;Director/a;Metropolitana
III 2506;10404;DEEM;III;Educación;Corporación;Andalien De Colina;Director/a;Metropolitana
III 2507;10407;DEEM;III;Educación;Corporación;Escuela Basica Algarrobal;Director/a;Metropolitana
III 2508;10408;DEEM;III;Educación;Corporación;Liceo Coronel Enrique Cabrera Jimenez;Director/a;Metropolitana
III 2509;10410;DEEM;III;Educación;Corporación;Escuela Basica San Vicente De Lo Arcaya;Director/a;Metropolitana
III 251;625;DEEM;III;Educación;NEP;Escuela Tomasa Olivares Caamano;Director/a;Coquimbo
III 2510;10411;DEEM;III;Educación;Corporación;Escuela Basica Santa Marta De Liray;Director/a;Metropolitana
III 2511;10412;DEEM;III;Educación;Corporación;Escuela San Francisco De Asis;Director/a;Metropolitana
III 2512;10419;DEEM;III;Educación;Corporación;Complejo Educacional De Lampa;Director/a;Metropolitana
III 2513;10420;DEEM;III;Educación;Corporación;Escuela Manuel Segovia Montenegro;Director/a;Metropolitana
III 2514;10421;DEEM;III;Educación;Corporación;Escuela Republica De Polonia;Director/a;Metropolitana
III 2515;10422;DEEM;III;Educación;Corporación;Escuela Basica Cacique Colin;Director/a;Metropolitana
III 2516;10424;DEEM;III;Educación;Corporación;Escuela Santa Barbara;Director/a;Metropolitana
III 2517;10425;DEEM;III;Educación;Corporación;Escuela Polonia Gutierrez C.;Director/a;Metropolitana
III 2518;10426;DEEM;III;Educación;Corporación;Escuela Basica F-N°371 Santa Rosa De Lampa;Director/a;Metropolitana
III 2519;10427;DEEM;III;Educación;Corporación;Escuela Basica F - N°372 Santa Sara;Director/a;Metropolitana
III 252;628;DEEM;III;Educación;NEP;Escuela De Penuelas;Director/a;Coquimbo
III 2520;10428;DEEM;III;Educación;Corporación;Escuela Basica G-N°373 El Lucero;Director/a;Metropolitana
III 2521;10429;DEEM;III;Educación;Corporación;Norma González Guerra;Director/a;Metropolitana
III 2522;10432;DEEM;III;Educación;Corporación;Liceo Polivalente Manuel Rodriguez;Director/a;Metropolitana
III 2523;10433;DEEM;III;Educación;Corporación;Liceo Huertos Familiares;Director/a;Metropolitana
III 2524;10435;DEEM;III;Educación;Corporación;Escuela Basica G-N°345 Rungue;Director/a;Metropolitana
III 2525;10443;DEEM;III;Educación;Corporación;Liceo Montenegro;Director/a;Metropolitana
III 2526;10444;DEEM;III;Educación;Corporación;Escuela Basica G-N°352 Plazuela De Polpaico;Director/a;Metropolitana
III 2527;10449;DEEM;III;Educación;Corporación;Escuela Camino De Luz;Director/a;Metropolitana
III 2528;10450;DEEM;III;Educación;Corporación;Escuela Consolidada;Director/a;Metropolitana
III 2529;10452;DEEM;III;Educación;Corporación;Liceo Puente Alto;Director/a;Metropolitana
III 253;629;DEEM;III;Educación;NEP;Colegio Pablo Neruda;Director/a;Coquimbo
III 2530;10453;DEEM;III;Educación;Corporación;Liceo Ind. Municipalizado A N_ 116;Director/a;Metropolitana
III 2531;10455;DEEM;III;Educación;Corporación;Liceo San Geronimo;Director/a;Metropolitana
III 2532;10456;DEEM;III;Educación;Corporación;Liceo Comercial De Puente Alto;Director/a;Metropolitana
III 2533;10457;DEEM;III;Educación;Corporación;Colegio Maipo;Director/a;Metropolitana
III 2534;10458;DEEM;III;Educación;Corporación;Escuela Villa Independencia;Director/a;Metropolitana
III 2535;10459;DEEM;III;Educación;Corporación;Escuela Republica De Grecia;Director/a;Metropolitana
III 2536;10460;DEEM;III;Educación;Corporación;Centro Educacional Nueva Creacion;Director/a;Metropolitana
III 2537;10461;DEEM;III;Educación;Corporación;Escuela Los Andes;Director/a;Metropolitana
III 2538;10462;DEEM;III;Educación;Corporación;Escuela Nonato Coo;Director/a;Metropolitana
III 2539;10464;DEEM;III;Educación;Corporación;Escuela Villa Pedro Aguirre Cerda;Director/a;Metropolitana
III 254;630;DEEM;III;Educación;NEP;Colegio La Herradura;Director/a;Coquimbo
III 2540;10465;DEEM;III;Educación;Corporación;Escuela Ejercito Libertador;Director/a;Metropolitana
III 2541;10470;DEEM;III;Educación;Corporación;Liceo Munic.Ing.Militar Juan Mackena O.;Director/a;Metropolitana
III 2542;10472;DEEM;III;Educación;Corporación;Escuela Casas Viejas;Director/a;Metropolitana
III 2543;10473;DEEM;III;Educación;Corporación;Escuela Oscar Bonilla;Director/a;Metropolitana
III 2544;10474;DEEM;III;Educación;Corporación;Escuela Luis Matte Larrain;Director/a;Metropolitana
III 2545;10475;DEEM;III;Educación;Corporación;Escuela Gabriela;Director/a;Metropolitana
III 2546;10476;DEEM;III;Educación;Corporación;Escuela Las Palmas;Director/a;Metropolitana
III 2547;10516;DEEM;III;Educación;Corporación;Liceo Munic. Tec. Prof. El Llano;Director/a;Metropolitana
III 2548;10519;DEEM;III;Educación;Corporación;Escuela Basica G-N°646 Lo Arcaya;Director/a;Metropolitana
III 2549;10520;DEEM;III;Educación;Corporación;Liceo El Principal;Director/a;Metropolitana
III 255;631;DEEM;III;Educación;NEP;Escuela De Pan De Azucar;Director/a;Coquimbo
III 2550;10522;DEEM;III;Educación;Corporación;Escuela Basica G-N°643 San Juan De Pirque;Director/a;Metropolitana
III 2551;10524;DEEM;III;Educación;Corporación;Escuela La Puntilla;Director/a;Metropolitana
III 2552;10526;DEEM;III;Educación;Corporación;Liceo Polivalente San Jose De Maipo;Director/a;Metropolitana
III 2553;10527;DEEM;III;Educación;Corporación;Escuela Julieta Becerra Alvarez;Director/a;Metropolitana
III 2554;10528;DEEM;III;Educación;Corporación;Escuela Basica F-N°632 El Canelo;Director/a;Metropolitana
III 2555;10529;DEEM;III;Educación;Corporación;Escuela Basica F-N°638 El Melocoton;Director/a;Metropolitana
III 2556;10530;DEEM;III;Educación;Corporación;Escuela Basica F-N°629 De Concentracion Fronteriza;Director/a;Metropolitana
III 2557;10532;DEEM;III;Educación;Corporación;Escuela Basica G-N°631 Fronteriza;Director/a;Metropolitana
III 2558;10536;DEEM;III;Educación;Corporación;Escuela Basica G-N°635 Integradora El Manzano;Director/a;Metropolitana
III 2559;10537;DEEM;III;Educación;Corporación;Escuela Basica G-N°636 San Alfonso;Director/a;Metropolitana
III 256;632;DEEM;III;Educación;NEP;Escuela Basica Manuel De Salas;Director/a;Coquimbo
III 2560;10542;DEEM;III;Educación;Corporación;Centro Educacional Baldomero Lillo;Director/a;Metropolitana
III 2561;10543;DEEM;III;Educación;Corporación;Liceo Polivalente A-127 Fidel Pinochet Le-Brun;Director/a;Metropolitana
III 2562;10544;DEEM;III;Educación;Corporación;Liceo Elvira Brady Maldonado-Sn.Bernardo;Director/a;Metropolitana
III 2563;10545;DEEM;III;Educación;Corporación;Liceo Ind. Miguel Aylwin Gajardo;Director/a;Metropolitana
III 2564;10546;DEEM;III;Educación;Corporación;Escuela Pilar Moliner De Nuez;Director/a;Metropolitana
III 2565;10547;DEEM;III;Educación;Corporación;Escuela Republica Del Brasil;Director/a;Metropolitana
III 2566;10548;DEEM;III;Educación;Corporación;Escuela Isabel Riquelme;Director/a;Metropolitana
III 2567;10550;DEEM;III;Educación;Corporación;Escuela L.Gral. Bernardo O´Higgins;Director/a;Metropolitana
III 2568;10551;DEEM;III;Educación;Corporación;Liceo Poliv. Lucila Godoy Alcayaga;Director/a;Metropolitana
III 2569;10553;DEEM;III;Educación;Municipal DAEM;Escuela Marcial Martinez Ferrari;Director/a;Metropolitana
III 257;637;DEEM;III;Educación;NEP;Escuela Lucila Godoy Alcayaga;Director/a;Coquimbo
III 2570;10554;DEEM;III;Educación;Corporación;Escuela General Rene Schneider Chereau;Director/a;Metropolitana
III 2571;10555;DEEM;III;Educación;Municipal DAEM;Escuela Basica Base El Bosque;Director/a;Metropolitana
III 2572;10556;DEEM;III;Educación;Corporación;Escuela Alemania;Director/a;Metropolitana
III 2573;10557;DEEM;III;Educación;Municipal DAEM;Escuela General Alberto A. Bachelet Martinez;Director/a;Metropolitana
III 2574;10558;DEEM;III;Educación;Corporación;Escuela Republica De Los Ee.Uu. De America;Director/a;Metropolitana
III 2575;10559;DEEM;III;Educación;Municipal DAEM;Escuela Bernardo Leighton;Director/a;Metropolitana
III 2576;10560;DEEM;III;Educación;Corporación;Escuela Javiera Carrera Verdugo;Director/a;Metropolitana
III 2577;10561;DEEM;III;Educación;Municipal DAEM;Escuela Claudio Arrau Leon;Director/a;Metropolitana
III 2578;10563;DEEM;III;Educación;Corporación;Escuela Manuel Magallanes Moure;Director/a;Metropolitana
III 2579;10564;DEEM;III;Educación;Corporación;Escuela Republica Del Peru;Director/a;Metropolitana
III 258;656;DEEM;III;Educación;NEP;Liceo Pedro Regalado S. Videla O.;Director/a;Coquimbo
III 2580;10565;DEEM;III;Educación;Corporación;Escuela Diego Portales;Director/a;Metropolitana
III 2581;10567;DEEM;III;Educación;Corporación;Escuela Mahuida;Director/a;Metropolitana
III 2582;10568;DEEM;III;Educación;Municipal DAEM;Escuela Orlando Letelier;Director/a;Metropolitana
III 2583;10569;DEEM;III;Educación;Corporación;Liceo Nuevo Porvenir;Director/a;Metropolitana
III 2584;10570;DEEM;III;Educación;Corporación;Escuela Basica Dr Luis Sepulveda Salvati;Director/a;Metropolitana
III 2585;10571;DEEM;III;Educación;Corporación;Escuela Escritora Marcela Paz;Director/a;Metropolitana
III 2586;10572;DEEM;III;Educación;Municipal DAEM;Liceo Fray Luis Beltran;Director/a;Metropolitana
III 2587;10573;DEEM;III;Educación;Municipal DAEM;Centro Educacional Matias Cousino;Director/a;Metropolitana
III 2588;10574;DEEM;III;Educación;Corporación;Escuela Espana;Director/a;Metropolitana
III 2589;10576;DEEM;III;Educación;Corporación;Escuela Ignacio Carrera Pinto;Director/a;Metropolitana
III 259;657;DEEM;III;Educación;NEP;Escuela Luis Cruz Martinez;Director/a;Coquimbo
III 2590;10577;DEEM;III;Educación;Corporación;Escuela De Educacion Diferencial;Director/a;Metropolitana
III 2591;10578;DEEM;III;Educación;Corporación;Escuela Sta. Teresa De Los Morros;Director/a;Metropolitana
III 2592;10579;DEEM;III;Educación;Corporación;Escuela Jose Nuez Martin;Director/a;Metropolitana
III 2593;10580;DEEM;III;Educación;Corporación;Escuela Abraham Lincoln;Director/a;Metropolitana
III 2594;10581;DEEM;III;Educación;Corporación;Escuela Basica Antupillan;Director/a;Metropolitana
III 2595;10584;DEEM;III;Educación;Corporación;Liceo De Adultos Pucara De Chena;Director/a;Metropolitana
III 2596;10586;DEEM;III;Educación;Corporación;Escuela Eleodoro Yanez Ponce De Leon;Director/a;Metropolitana
III 2597;10588;DEEM;III;Educación;Corporación;Escuela Cardenal Antonio Samore;Director/a;Metropolitana
III 2598;10589;DEEM;III;Educación;Corporación;Escuela Haras Los Condores;Director/a;Metropolitana
III 2599;10590;DEEM;III;Educación;Corporación;Escuela Teresa Garcia Huidobro;Director/a;Metropolitana
III 26;29;DEEM;III;Educación;Municipal DAEM;Escuela America;Director/a;Arica Y Parinacota
III 260;665;DEEM;III;Educación;Municipal DAEM;Liceo Carlos Roberto Mondaca Cortes;Director/a;Coquimbo
III 2600;10592;DEEM;III;Educación;Corporación;Liceo Clara Solovera;Director/a;Metropolitana
III 2601;10638;DEEM;III;Educación;Corporación;Liceo 131;Director/a;Metropolitana
III 2602;10640;DEEM;III;Educación;Corporación;Colegio De Maipo;Director/a;Metropolitana
III 2603;10641;DEEM;III;Educación;Corporación;Liceo Alto Jahuel;Director/a;Metropolitana
III 2604;10642;DEEM;III;Educación;Corporación;Liceo Polivalente Los Guindos;Director/a;Metropolitana
III 2605;10643;DEEM;III;Educación;Corporación;Escuela Villaseca;Director/a;Metropolitana
III 2606;10645;DEEM;III;Educación;Corporación;Liceo Francisco Javier Krugger Alvarado;Director/a;Metropolitana
III 2607;10646;DEEM;III;Educación;Corporación;Escuela Valdivia De Paine;Director/a;Metropolitana
III 2608;10648;DEEM;III;Educación;Corporación;Escuela Lo Salinas;Director/a;Metropolitana
III 2609;10649;DEEM;III;Educación;Corporación;Escuela Humberto Moreno Ramirez;Director/a;Metropolitana
III 261;666;DEEM;III;Educación;Municipal DAEM;Escuela Basica Lucila Godoy Alcayaga;Director/a;Coquimbo
III 2610;10651;DEEM;III;Educación;Corporación;Escuela Los Rosales Del Bajo;Director/a;Metropolitana
III 2611;10652;DEEM;III;Educación;Corporación;Escuela Viluco;Director/a;Metropolitana
III 2612;10655;DEEM;III;Educación;Corporación;Escuela Especial Defic Mental Camposano;Director/a;Metropolitana
III 2613;10656;DEEM;III;Educación;Corporación;Escuela Basica G-N°813 Los Aromos De El Recurso;Director/a;Metropolitana
III 2614;10663;DEEM;III;Educación;Municipal DAEM;Centro Educ. Enrique Bernstein Carabante;Director/a;Metropolitana
III 2615;10665;DEEM;III;Educación;Municipal DAEM;Escuela Alemania;Director/a;Metropolitana
III 2616;10666;DEEM;III;Educación;Municipal DAEM;Escuela De Hospital;Director/a;Metropolitana
III 2617;10667;DEEM;III;Educación;Municipal DAEM;Liceo Maria Carvajal Fuenzalida;Director/a;Metropolitana
III 2618;10668;DEEM;III;Educación;Municipal DAEM;Escuela Elias Sanchez Ortuzar;Director/a;Metropolitana
III 2619;10669;DEEM;III;Educación;Municipal DAEM;Escuela Barbara Kast Rist;Director/a;Metropolitana
III 262;668;DEEM;III;Educación;Municipal DAEM;Escuela Edmundo Vidal Cardenas;Director/a;Coquimbo
III 2620;10671;DEEM;III;Educación;Municipal DAEM;Escuela Carmen Reveco Nunez;Director/a;Metropolitana
III 2621;10672;DEEM;III;Educación;Municipal DAEM;Colegio Challay;Director/a;Metropolitana
III 2622;10673;DEEM;III;Educación;Municipal DAEM;Escuela Basica F-N°835 Hermanos Sanchez Cerda;Director/a;Metropolitana
III 2623;10674;DEEM;III;Educación;Municipal DAEM;Escuela Sendero De Culitrin;Director/a;Metropolitana
