Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Mes envío nómina;Año Envío Nómina;Fecha Envío Nómina
Nivel II;Adscrito;Ministerio de Salud;Instituto de Salud Pública;Jefe/a Departamento de Administración y Finanzas;ene;2017;04-01-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Servicio de Salud;may;2017;10-05-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Hospital de Arica Dr. Juan Noé Crevani;mar;2017;20-03-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Hospital Dr. Ernesto Torres Galdames de Iquique;feb;2017;07-02-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a de Hospital San Martín de Quillota;jul;2017;05-07-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Subdirector/a Médico/a Hospital Gustavo Fricke;mar;2017;30-03-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital Santo Tomás de Limache;ago;2017;14-08-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital de Calera;jun;2017;01-06-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a de Hospital San Pablo de Coquimbo;mar;2017;09-03-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Hospital Antonio Tirado Lanas de Ovalle;abr;2017;05-04-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital de Calama;jul;2017;03-07-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a de Atención Primaria;jul;2017;31-07-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a de Hospital San José del Carmen de Copiapó;ene;2017;27-01-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Jefe/a Departamento Auditoría;may;2017;23-05-2017
Nivel II;Adscrito;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Jefe/a División de Productos y Servicios;may;2017;26-05-2017
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional del Libertador General Bernardo O'Higgins;may;2017;11-05-2017
Nivel II;Adscrito;Ministerio de Energía;Comisión Nacional de Energía;Jefe/a Departamento Función Eléctrico;mar;2017;29-03-2017
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Jurídica;dic;2017;19-12-2017
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Arica y Parinacota;oct;2017;20-10-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Magallanes y la Antártica Chilena;jun;2017;15-06-2017
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Función: Departamento Finanzas;ene;2017;06-01-2017
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Función: Departamento Finanzas;jun;2017;30-06-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a de Marketing;jul;2017;24-07-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;Jefe/a Departamento Jurídico;ene;2017;25-01-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Iquique, Región de Tarapacá;abr;2017;17-04-2017
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Valparaíso;jul;2017;04-07-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Coyhaique, Región de Aysén;may;2017;03-05-2017
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Inteligencia Financiera;ago;2017;08-08-2017
Nivel II;Adscrito;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Comisión Nacional de Investigación Científica y Tecnológica;Jefe Departamento Tecnología y Procesos;ago;2017;25-08-2017
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a de División de Administración y Finanzas;mar;2017;20-03-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Iquique, Región de Tarapacá;sep;2017;08-09-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Santiago, Región Metropolitana;sep;2017;22-09-2017
Nivel II;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Jefe/a División Autorizaciones;mar;2017;28-03-2017
Nivel II;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Jefe/a de División Función Jurídica;jun;2017;23-06-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Punta Arenas, Región de Magallanes y la Antártica Chilena;oct;2017;20-10-2017
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a División Evaluación Ambiental y Participación Ciudadana;sep;2017;11-09-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División de Administración y Gestión;dic;2017;14-12-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Función: Litigios;sep;2017;29-09-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Subdirector/a Jurídico/a;jun;2017;27-06-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a de División de Estudios de Mercado;dic;2017;13-12-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a Administrativo/a;feb;2017;01-02-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Coquimbo;ago;2017;30-08-2017
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a División Administración y Finanzas;ene;2017;19-01-2017
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Metropolitano/a;ago;2017;21-08-2017
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Informática y Computación;mar;2017;22-03-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Jefe/a División Jurídica;dic;2017;22-12-2017
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Magallanes y la Antártica Chilena;dic;2017;05-12-2017
Nivel II;Adscrito;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo de Chile;Subdirector/a;ene;2017;25-01-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional OHiggins;nov;2017;28-11-2017
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Araucanía;nov;2017;17-11-2017
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional del Bío - Bío;jul;2017;10-07-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Fiscal;mar;2017;28-03-2017
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Dirección Nacional de Fronteras y Límites;Director/a de Fronteras;ago;2017;17-08-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Los Lagos;feb;2017;07-02-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Gerente/a de Emprendimiento;ago;2017;14-08-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Aysén;may;2017;05-05-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Relaciones Institucionales;sep;2017;14-09-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Los Lagos;ene;2017;16-01-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Informática;mar;2017;14-03-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División de Promoción de Inversiones;jun;2017;29-06-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División Estrategia y Gestión Corporativa;ene;2017;26-01-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División Jurídica;ene;2017;03-01-2017
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Aysén;ene;2017;24-01-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División de Comunicaciones y Marketing;jul;2017;27-07-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Aysén;feb;2017;07-02-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División de Comunicaciones y Marketing;ene;2017;25-01-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;ago;2017;30-08-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Los Ríos;abr;2017;11-04-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;mar;2017;13-03-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Estudios y Desarrollo;ago;2017;30-08-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Los Ríos;may;2017;29-05-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Metropolitano/a;jun;2017;12-06-2017
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Intendente/a de Educación Parvularia;jul;2017;18-07-2017
Nivel II;Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Intendente/a de Educación Parvularia;jul;2017;18-07-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Finanzas Públicas;mar;2017;28-03-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a Departamento de Auditoría;may;2017;26-05-2017
Nivel II;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Maule;oct;2017;04-10-2017
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Jefe/a de División Función Administración General;ene;2017;19-01-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Técnico/a;mar;2017;07-03-2017
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe de Departamento Función Usuarios;jul;2017;31-07-2017
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Jefe/a División;jul;2017;24-07-2017
Nivel II;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Tarapacá;sep;2017;29-09-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Fiscalización;mar;2017;07-03-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Atacama;ago;2017;10-08-2017
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Fiscal;jun;2017;21-06-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Jurídico/a;jul;2017;26-07-2017
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Contador/a General;nov;2017;16-11-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región del Maule;sep;2017;08-09-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Usuarios;sep;2017;06-09-2017
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Administración y Finanzas;may;2017;31-05-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Valparaíso;abr;2017;11-04-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Administración y Finanzas;mar;2017;09-03-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Coquimbo;sep;2017;08-09-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Arica, Región de Arica y Parinacota;abr;2017;06-04-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana Santiago Poniente;jun;2017;02-06-2017
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Administrador/a General;oct;2017;06-10-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Los Ríos;jun;2017;28-06-2017
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Recursos Humanos;sep;2017;28-09-2017
Nivel II;Adscrito;Servicio de Salud Metropolitano Sur-Oriente;Hospital Padre Alberto Hurtado;Gerente de Administración y Finanzas;jun;2017;13-06-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Jefe/a División Jurídica;sep;2017;13-09-2017
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Maule;sep;2017;26-09-2017
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Atacama;mar;2017;27-03-2017
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a División de Compras Colaborativas;jun;2017;22-06-2017
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Fiscalización y Cumplimiento;ene;2017;18-01-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Atención Primaria;ago;2017;04-08-2017
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Desarrollo y Regulación de Mercado;jun;2017;23-06-2017
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Departamento Función: Aeródromos y Servicios Aeronáuticos;mar;2017;07-03-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a de Hospital San Pablo de Coquimbo;mar;2017;16-03-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital de Peñaflor;sep;2017;08-09-2017
Nivel II;Adscrito;Ministerio de Obras Públicas;Instituto Nacional de Hidráulica;Jefe/a División Técnica;mar;2017;28-03-2017
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Jurídica;jul;2017;31-07-2017
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Subdirector/a Administrativo/a Servicio de Salud;abr;2017;05-04-2017
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Coquimbo;feb;2017;03-02-2017
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional Región de Atacama;jun;2017;23-06-2017
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región Metropolitana;jun;2017;23-06-2017
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región Los Ríos;jun;2017;23-06-2017
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Titular Abogado/a;abr;2017;11-04-2017
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Titular Licenciado/a en Ciencias;ago;2017;03-08-2017
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Suplente Abogado/a;ago;2017;03-08-2017
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;nov;2017;07-11-2017
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;nov;2017;07-11-2017
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;nov;2017;07-11-2017
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;nov;2017;07-11-2017
Nivel I;No Adscrito;Ministerio de Hacienda;Comisión para el Mercado Financiero;Fiscal - Unidad de Investigación;dic;2017;14-12-2017
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región Tarapacá;mar;2017;20-03-2017
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región Los Ríos;jun;2017;15-06-2017
Nivel I;No Adscrito;Otros Organismos;Segundo Tribunal Ambiental;Ministro/a Titular Licenciado en Ciencias;ene;2017;27-01-2017
Nivel II;No Adscrito;Administración local;Municipalidad de La Unión;Jefe/a Departamento de Administración de Educación Municipal de La Unión;nov;2017;10-11-2017
Nivel II;No Adscrito;Administración local;Municipalidad de San Francisco de Mostazal;Jefe/a Departamento de Administración de Educación Municipal de Mostazal;dic;2017;22-12-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Concón;Jefe/a Departamento de Administración de Educación Municipal de Concón;jul;2017;03-07-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Río Bueno;Jefe/a Departamento de Administración de Educación Municipal;may;2017;19-05-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Tierra Amarilla;Jefe Departamento de Administración de Educación Municipal;jul;2017;20-07-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Santiago;Director/a de Educación Municipal de Santiago;jul;2017;27-07-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Cañete;Jefe/a Departamento de Administración de Educación Municipal de Cañete;sep;2017;29-09-2017
Nivel II;No Adscrito;Administración local;Municipalidad de San Ignacio;Jefe/a Departamento de Administración de Educación Municipal de San Ignacio;sep;2017;26-09-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Vilcún;Jefe/a Departamento de Administración de Educación Municipal de Vilcún;jun;2017;13-06-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Purranque;Jefe/a Departamento de Administración de Educación Municipal de Purranque;dic;2017;06-12-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Villa Alegre;Jefe/a Departamento de Administración de Educación Municipal de Villa Alegre;mar;2017;27-03-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Hualañé;Jefe/a de Departamento de Administración de Educación Municipal de Hualañé;ene;2017;31-01-2017
Nivel II;No Adscrito;Administración local;Municipalidad de San Esteban;Jefe/a Departamento de Administración de Educación Municipal de San Esteban;sep;2017;06-09-2017
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Subdirector/a de Partidos Políticos;jul;2017;31-07-2017
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Director/a Regional Valparaíso;ago;2017;09-08-2017
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Subdirector/a de Control de Gasto y Financiamiento Electoral;ago;2017;01-08-2017
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Jefe/a División Fiscalización Financiamiento de Partidos Politicos;nov;2017;07-11-2017
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Jefe/a División Registro y Funcionamiento de Partidos Politicos;nov;2017;21-11-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Huechuraba;Jefe/a de Administracción de Educación Municipal;nov;2017;07-11-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Llay Llay;Jefe/a Departamento de Administración de Educación Municipal de Llay Llay;ago;2017;30-08-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Fresia;Jefe/a Departamento de Administración de Educación Municipal de Fresia;oct;2017;18-10-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Hijuelas;Jefe/a Departamento de Administración de Educación Municipal;feb;2017;01-02-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Arauco;Jefe/a Departamento de Administración de Educación Municipal;nov;2017;28-11-2017
Nivel II;No Adscrito;Administración local;Municipalidad de El Carmen;Jefe/a Departamento de Administración de Educación Municipal de El Carmen;mar;2017;29-03-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Los Lagos;Jefe/a Departamento de Administración de Educación Municipal de Los Lagos;abr;2017;03-04-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Osorno;Jefe/a Departamento de Administración de Educación Municipal de Osorno;jun;2017;21-06-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Frutillar;Jefe/a Departamento de Administración de Educación Municipal de Frutillar;jul;2017;18-07-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Negrete;Jefe/a Departamento de Administración de Educación Municipal de Negrete;sep;2017;06-09-2017
Nivel II;No Adscrito;Administración local;Municipalidad de San Carlos;Jefe/a Departamento de Administración de Educación Municipal de San Carlos;jun;2017;22-06-2017
Nivel II;No Adscrito;Administración local;Municipalidad de Hualañé;Jefe/a de Departamento de Administración de Educación Municipal de Hualañé;mar;2017;16-03-2017
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Arquitectura;Director/a Nacional;dic;2018;13-12-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Servicio de Salud;jul;2018;13-07-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Servicio de Salud;dic;2018;04-12-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Servicio de Salud;dic;2018;04-12-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Servicio de Salud;nov;2018;16-11-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Servicio de Salud;sep;2018;04-09-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Servicio de Salud;jul;2018;13-07-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Director/a Servicio de Salud;jun;2018;12-06-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Servicio de Salud;jun;2018;12-06-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Servicio de Salud;jul;2018;13-07-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Servicio de Salud;jun;2018;14-06-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Director/a Servicio de Salud;nov;2018;16-11-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Servicio de Salud;jun;2018;12-06-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Servicio de Salud;dic;2018;04-12-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Servicio de Salud;ago;2018;29-08-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Director/a Servicio de Salud;sep;2018;27-09-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Servicio de Salud;nov;2018;16-11-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Director/a Servicio de Salud;ago;2018;29-08-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Servicio de Salud;jul;2018;13-07-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a Servicio de Salud;ago;2018;30-08-2018
Nivel I;Adscrito;Ministerio de Salud;Superintendencia de Salud;Superintendente/a;jul;2018;20-07-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Servicio de Salud;ago;2018;30-08-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Director/a Servicio de Salud;jun;2018;12-06-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Servicio de Salud;jul;2018;13-07-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Servicio de Salud;nov;2018;16-11-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Director/a Servicio de Salud;sep;2018;27-09-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Servicio de Salud;nov;2018;16-11-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Director Servicio de Salud;sep;2018;27-09-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Director/a Servicio de Salud;sep;2018;27-09-2018
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Aeropuertos;Director/a Nacional;dic;2018;20-12-2018
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Servicio de Salud;sep;2018;27-09-2018
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Contabilidad y Finanzas;Director/a Nacional;oct;2018;18-10-2018
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;Director/a Nacional;ago;2018;28-08-2018
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección General de Aguas;Director/a;jul;2018;31-07-2018
Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Nacional;ago;2018;14-08-2018
Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Nacional;jul;2018;03-07-2018
Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Director/a Nacional;sep;2018;14-09-2018
