Año Envío Nómina;N° Concurso;Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Fecha Envío Nómina;Fecha Convocatoria;Dias; 
2015;3184;Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Tarapacá;27-10-2015;09-08-2015;79;
2015;3185;Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional OHiggins;27-10-2015;09-08-2015;79;
2015;3190;Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Aeropuertos;Director/a Nacional;06-11-2015;23-08-2015;68;
2015;3197;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital de Melipilla;25-09-2015;26-07-2015;54;
2015;3199;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Jefe/a Departamento Auditoría;11-11-2015;13-09-2015;59;
2015;3203;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Servicio de Salud;13-10-2015;09-08-2015;58;
2015;3204;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Bío-Bío;15-12-2015;11-10-2015;58;
2015;3205;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Coquimbo;29-12-2015;25-10-2015;58;
2015;3206;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Tarapacá;26-11-2015;27-09-2015;53;
2015;3207;Nivel I;Adscrito;Servicio de Salud Metropolitano Sur-Oriente;Hospital Padre Alberto Hurtado;Director/a;01-12-2015;27-09-2015;58;
2015;3211;Nivel II;No Adscrito;Administración local;Municipalidad de Malloa;Jefe/a de Departamento de Educación Municipal de Malloa;22-12-2015;18-10-2015;65;
2015;3213;Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Coquimbo;18-11-2015;06-09-2015;66;
2015;3214;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a de Hospital Instituto Nacional de Geriatría;28-12-2015;18-10-2015;64;
2015;3215;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Servicio de Salud;29-12-2015;08-11-2015;44;
2015;3217;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a Hospital Provincial del Huasco;13-10-2015;02-08-2015;65;
2015;3221;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Bío-Bío;19-11-2015;13-09-2015;60;
2015;3224;Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a de División de Administración y Finanzas;23-10-2015;16-08-2015;68;
2015;3225;Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a División Función Territorial;30-10-2015;16-08-2015;68;
2015;3230;Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Magallanes y la Antártica Chilena;17-12-2015;27-09-2015;74;
2015;3244;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Jefe/a Departamento Auditoría;15-12-2015;18-10-2015;58;
2015;3246;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Administrativo/a Hospital del Salvador;15-12-2015;11-10-2015;65;
2015;3250;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Director/a Regional Serviu Tarapacá;15-12-2015;27-09-2015;72;
2015;3271;Nivel II;Adscrito;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo de Chile;Subdirector/a;15-12-2015;25-10-2015;51;
2015;3276;Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Araucanía;28-12-2015;25-10-2015;57;
2014;1061;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Tarapacá;15-12-2014;14-09-2014;85;
2014;1064;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Bdo. OHiggins;02-09-2014;08-06-2014;79;
2014;1066;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Magallanes y la Antártica Chilena;15-12-2014;14-09-2014;85;
2014;1071;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Aysén;05-09-2014;08-06-2014;82;
2014;1366;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Subdirector/a Jurídico/a;11-11-2014;31-08-2014;72;
2014;1678;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Subdirector/a Médico/a Servicio de Salud;09-01-2014;20-10-2013;74;
2014;1765;Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Nacional;29-08-2014;25-05-2014;89;
2014;2030;Nivel II;No Adscrito;Administración local;Municipalidad de San Felipe;Jefe/a Departamento de Administración de Educación Municipal de San Felipe;28-01-2014;24-11-2013;65;
2014;2056;Nivel II;No Adscrito;Administración local;Municipalidad de Longaví;Jefe/a Departamento de Administración de Educación Municipal de Longaví;08-01-2014;03-11-2013;59;
2014;2070;Nivel II;No Adscrito;Administración local;Municipalidad de Ovalle;Jefe/a Departamento de Administración de Educación Municipal de Ovalle;09-12-2014;28-09-2014;72;
2014;2104;Nivel II;No Adscrito;Administración local;Municipalidad de Loncoche;Jefe/a Departamento de Administración de Educación Municipal de Loncoche;15-05-2014;09-03-2014;60;
2014;2138;Nivel II;No Adscrito;Administración local;Municipalidad de San Ignacio;Jefe/a Departamento de Administración de Educación Municipal de San Ignacio;16-10-2014;20-07-2014;88;
2014;2176;Nivel II;No Adscrito;Administración local;Municipalidad de Doñihue;Jefe/a de Departamento de Administración de Educación Municipal de Doñihue;10-06-2014;23-03-2014;72;
2014;2240;Nivel II;No Adscrito;Administración local;Municipalidad de Canela;Jefe/a Departamento de Administración de Educación Municipal de Canela;28-03-2014;29-12-2013;54;
2014;2255;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Coquimbo;17-12-2014;24-08-2014;108;
2014;2305;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional de Atacama;12-12-2014;24-08-2014;103;
2014;2306;Nivel II;No Adscrito;Administración local;Municipalidad de Parral;Jefe/a de Departamento de Administración de Educación Municipal de Parral;13-01-2014;03-11-2013;64;
2014;2310;Nivel II;No Adscrito;Administración local;Municipalidad de Llanquihue;Jefe/a Departamento de Administración de Educación Municipal de Llanquihue;28-01-2014;17-11-2013;65;
2014;2311;Nivel II;No Adscrito;Administración local;Municipalidad de Curanilahue;Jefe/a de Departamento de Administración de Educación Municipal de Curanilahue;03-06-2014;16-03-2014;72;
2014;2314;Nivel II;No Adscrito;Administración local;Municipalidad de Lautaro;Jefe/a Departamento de Administración de Educación Municipal de Lautaro;24-03-2014;29-12-2013;50;
2014;2319;Nivel II;No Adscrito;Administración local;Municipalidad de Lago Ranco;Jefe/a Departamento de Administración de Educación Municipal de Lago Ranco;14-11-2014;24-08-2014;82;
2014;2324;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Director/a Hospital Dr. Juan Hepp Dubiau de Purranque;28-11-2014;07-09-2014;82;
2014;2329;Nivel I;No Adscrito;Otros Organismos;Servicio Electoral;Director/a Servicio Electoral - SERVEL;22-07-2014;04-05-2014;72;
2014;2330;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Servicio de Salud;30-10-2014;20-07-2014;95;
2014;2336;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Atención Primaria;09-01-2014;03-11-2013;60;
2014;2337;Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a de División de Gestión y Desarrollo de Personas;11-12-2014;14-09-2014;88;
2014;2339;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital San Juan de Dios;15-01-2014;27-10-2013;73;
2014;2340;Nivel II;No Adscrito;Administración local;Municipalidad de Laja;Jefe/a Departamento de Administración de Educación Municipal de Laja;15-01-2014;03-11-2013;66;
2014;2341;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a de Hospital San Martín de Quillota;02-12-2014;07-09-2014;86;
2014;2344;Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Protección Civil;23-09-2014;13-07-2014;72;
2014;2349;Nivel II;No Adscrito;Administración local;Municipalidad de Caldera;Jefe/a Departamento de Administración de Educación Municipal de Caldera;23-09-2014;22-06-2014;86;
2014;2350;Nivel II;No Adscrito;Administración local;Municipalidad de Combarbalá;Jefe/a Departamento de Administración de Educación Municipal de Combarbalá;28-03-2014;29-12-2013;54;
2014;2351;Nivel II;No Adscrito;Administración local;Municipalidad de Santiago;Director/a de Educación Municipal de Santiago;28-01-2014;10-11-2013;72;
2014;2354;Nivel II;No Adscrito;Administración local;Municipalidad de Chiguayante;Jefe/a Departamento de Administración de Educación Municipal de Chiguayante;01-08-2014;11-05-2014;75;
2014;2356;Nivel II;No Adscrito;Administración local;Municipalidad de Valdivia;Jefe/a Departamento de Administración de Educación Municipal de Valdivia;29-01-2014;17-11-2013;66;
2014;2358;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Subdirector/a Administración y Finanzas;13-01-2014;20-10-2013;85;
2014;2362;Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Departamento Recursos Humanos;17-01-2014;03-11-2013;75;
2014;2365;Nivel II;No Adscrito;Administración local;Municipalidad de Quintero;Jefe/a Departamento de Administración de Educación Municipal de Quintero;19-11-2014;14-09-2014;66;
2014;2366;Nivel II;No Adscrito;Administración local;Municipalidad de Coquimbo;Jefe de Departamento de Administración de Educación Municipal de Coquimbo;04-07-2014;27-04-2014;68;
2014;2368;Nivel II;No Adscrito;Administración local;Municipalidad de San Clemente;Jefe/a Departamento de Administración de Educación Municipal de San Clemente;20-03-2014;29-12-2013;46;
2014;2372;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a de Hospital Claudio Vicuña;17-12-2014;28-09-2014;73;
2014;2375;Nivel I;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Ejecutivo/a;02-07-2014;20-04-2014;66;
2014;2377;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Administrativo/a Hospital del Salvador;15-01-2014;03-11-2013;66;
2014;2379;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Subdirector/a Jurídico/a;16-01-2014;27-10-2013;74;
2014;2382;Nivel II;No Adscrito;Administración local;Municipalidad de Angol;Jefe/a Departamento de Administración de Educación Municipal de Angol;15-01-2014;27-10-2013;73;
2014;2383;Nivel II;No Adscrito;Administración local;Municipalidad de Cabrero;Jefe/a Departamento de Administración de Educación Municipal de Cabrero;23-06-2014;13-04-2014;64;
2014;2384;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Los Ríos;23-01-2014;03-11-2013;74;
2014;2385;Nivel I;No Adscrito;Ministerio de Obras Públicas;Subsecretaria de Obras Públicas;Integrante Panel Técnico;21-01-2014;10-11-2013;72;
2014;2386;Nivel I;No Adscrito;Ministerio de Obras Públicas;Subsecretaria de Obras Públicas;Integrante Panel Técnico;21-01-2014;10-11-2013;72;
2014;2388;Nivel II;No Adscrito;Administración local;Municipalidad de Quillón;Jefe/a Departamento de Administración de Educación Municipal de Quillón;29-05-2014;16-03-2014;67;
2014;2389;Nivel II;No Adscrito;Administración local;Municipalidad de Concón;Jefe/a Departamento de Administración de Educación Municipal de Concón;20-03-2014;29-12-2013;46;
2014;2390;Nivel II;No Adscrito;Administración local;Municipalidad de San Antonio;Jefe/a Departamento de Administración de Educación Municipal de San Antonio;27-01-2014;24-11-2013;64;
2014;2391;Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Titular Abogado/a;01-04-2014;10-11-2013;107;
2014;2392;Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Suplente Abogado/a;01-04-2014;10-11-2013;107;
2014;2394;Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a de División Jurídica;10-09-2014;22-06-2014;73;
2014;2399;Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Nacional;02-07-2014;13-04-2014;73;
2014;2400;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Carlos Van Buren;29-10-2014;17-08-2014;66;
2014;2401;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Linares;06-11-2014;10-08-2014;88;
2014;2402;Nivel II;No Adscrito;Administración local;Municipalidad de Pinto;Jefe/a Departamento de Administración de Educación Municipal de Pinto;01-08-2014;27-04-2014;89;
2014;2405;Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Director/a Ejecutivo/a;17-09-2014;08-06-2014;94;
2014;2408;Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Estudios;29-08-2014;08-06-2014;82;
2014;2414;Nivel II;No Adscrito;Administración local;Municipalidad de Traiguén;Jefe/a Departamento de Administración de Educación Municipal de Traiguén;08-08-2014;25-05-2014;75;
2014;2415;Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;Director/a Nacional;08-08-2014;18-05-2014;75;
2014;2419;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Servicio de Salud;14-11-2014;24-08-2014;82;
2014;2421;Nivel II;No Adscrito;Administración local;Municipalidad de Codegua;Jefe/a Departamento de Administración de Educación Municipal de Codegua;18-07-2014;11-05-2014;61;
2014;2424;Nivel II;No Adscrito;Administración local;Municipalidad de Puerto Montt;Jefe/a de la Dirección de Educación Municipal;27-05-2014;09-03-2014;72;
2014;2429;Nivel II;No Adscrito;Administración local;Municipalidad de Lo Barnechea;Jefe/a Departamento de Administración de Educación Municipal de Lo Barnechea;13-05-2014;09-03-2014;65;
2014;2430;Nivel II;No Adscrito;Administración local;Municipalidad de Graneros;Jefe/a Departamento de Administración de Educación Municipal de Graneros;26-09-2014;06-07-2014;82;
2014;2431;Nivel II;No Adscrito;Administración local;Municipalidad de Requinoa;Jefe/a Departamento de Administración de Educación Municipal de Requinoa;10-06-2014;23-03-2014;72;
2014;2432;Nivel II;No Adscrito;Administración local;Municipalidad de Peralillo;Jefe/a de Departamento de Administración de Educación Municipal de Peralillo;18-07-2014;11-05-2014;61;
2014;2433;Nivel I;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Nacional;06-08-2014;04-05-2014;87;
2014;2434;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital de Tocopilla;03-11-2014;10-08-2014;78;
2014;2435;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a de Atención Primaria;23-10-2014;17-08-2014;67;
2014;2437;Nivel II;No Adscrito;Administración local;Municipalidad de Mejillones;Jefe/a del Departamento de Educación Municipal de Mejillones;05-08-2014;25-05-2014;72;
2014;2438;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Antofagasta;Director/a Regional Serviu Antofagasta;03-10-2014;22-06-2014;96;
2014;2439;Nivel II;No Adscrito;Administración local;Municipalidad de Talca;Jefe/a Departamento de Administración de Educación Municipal de Talca;14-07-2014;13-04-2014;92;
2014;2440;Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a de la Unidad de Colaboración y Atención a la Ciudadania;04-04-2014;12-01-2014;47;
2014;2441;Nivel I;Adscrito;Ministerio de Educación;Consejo de Rectores;Secretario/a General;23-10-2014;20-07-2014;95;
2014;2447;Nivel II;No Adscrito;Administración local;Municipalidad de La Pintana;Jefe/a Departamento de Administración de Educación Municipal de La Pintana;26-06-2014;13-04-2014;67;
2014;2449;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Intendente/a de Seguridad y Salud en el Trabajo;26-09-2014;06-07-2014;82;
2014;2450;Nivel I;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Nacional;22-07-2014;27-04-2014;79;
2014;2451;Nivel I;No Adscrito;Otros Organismos;Segundo Tribunal Ambiental;Ministro/a Suplente Abogado;14-07-2014;06-04-2014;92;
2014;2453;Nivel II;No Adscrito;Administración local;Municipalidad de Constitución;Jefe/a Departamento de Administración de Educación Municipal de Constitución;21-08-2014;08-06-2014;74;
2014;2455;Nivel II;No Adscrito;Administración local;Municipalidad de Cartagena;Jefe/a Departamento de Administración de Educación Municipal de Cartagena;04-09-2014;22-06-2014;67;
2014;2458;Nivel II;No Adscrito;Administración local;Municipalidad de Osorno;Jefe/a Departamento de Administración de Educación Municipal de Osorno;14-07-2014;27-04-2014;71;
2014;2460;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Valparaíso;14-11-2014;31-08-2014;75;
2014;2465;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Arica y Parinacota;02-12-2014;14-09-2014;79;
2014;2468;Nivel II;No Adscrito;Administración local;Municipalidad de Limache;Jefe/a del Departamento de Educación Municipal de Limache;29-10-2014;24-08-2014;66;
2014;2469;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Servicio de Salud;24-11-2014;17-08-2014;92;
2014;2471;Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Valparaíso;30-10-2014;03-08-2014;88;
2014;2476;Nivel II;No Adscrito;Administración local;Municipalidad de Recoleta;Jefe/a Departamento de Administración de Educación Municipal de Recoleta;03-07-2014;27-04-2014;67;
2014;2478;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital San José;07-11-2014;17-08-2014;75;
2014;2479;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Valparaíso;06-11-2014;10-08-2014;88;
2014;2484;Nivel I;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Nacional;25-08-2014;25-05-2014;92;
2014;2485;Nivel I;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Tesorero/a General;25-08-2014;25-05-2014;92;
2014;2488;Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Nacional;30-10-2014;03-08-2014;81;
2014;2489;Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Nacional;03-10-2014;22-06-2014;96;
2014;2490;Nivel I;Adscrito;Ministerio de Energía;Comisión Nacional de Energía;Secretario/a Ejecutivo/a;24-07-2014;27-04-2014;81;
2014;2491;Nivel I;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Director/a Nacional;25-08-2014;25-05-2014;92;
2014;2492;Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Nacional;11-09-2014;08-06-2014;88;
2014;2493;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Fiscal;12-09-2014;29-06-2014;75;
2014;2496;Nivel I;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Nacional;05-09-2014;01-06-2014;89;
2014;2497;Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Arquitectura;Director/a Nacional;20-08-2014;18-05-2014;87;
2014;2498;Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Superintendente/a;25-06-2014;13-04-2014;66;
2014;2500;Nivel I;Adscrito;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Superintendente/a;17-09-2014;01-06-2014;101;
2014;2501;Nivel I;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Vicepresidente/a Ejecutivo/a;22-10-2014;20-07-2014;94;
2014;2502;Nivel I;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Secretario/a Ejecutivo/a;23-07-2014;04-05-2014;73;
2014;2503;Nivel I;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Dirección de Bibliotecas, Archivos y Museos;Director/a Nacional de Bibliotecas, Archivos y Museo y Director/a de la Biblioteca Nacional;19-08-2014;18-05-2014;86;
2014;2506;Nivel II;No Adscrito;Administración local;Municipalidad de San Felipe;Jefe/a Departamento de Administración de Educación Municipal de San Felipe;26-12-2014;26-10-2014;61;
2014;2508;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Servicio de Salud;29-08-2014;25-05-2014;89;
2014;2509;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a Servicio de Salud;02-12-2014;31-08-2014;86;
2014;2512;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Servicio de Salud;16-10-2014;06-07-2014;95;
2014;2513;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Servicio de Salud;02-12-2014;31-08-2014;86;
2014;2515;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Director/a Servicio de Salud;23-12-2014;28-09-2014;79;
2014;2517;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Director/a Servicio de Salud;24-11-2014;17-08-2014;92;
2014;2518;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Servicio de Salud;16-10-2014;06-07-2014;95;
2014;2519;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Director/a Servicio de Salud;23-12-2014;28-09-2014;79;
2014;2523;Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;Subdirector/a Nacional;05-08-2014;11-05-2014;79;
2014;2526;Nivel II;No Adscrito;Administración local;Municipalidad de Curacaví;Director/a del Departamento de Administración de Educación;19-12-2014;12-10-2014;68;
2014;2527;Nivel II;No Adscrito;Administración local;Municipalidad de Puerto Varas;Jefe/a Departamento de Administración de Educación Municipal de Puerto Varas;18-06-2014;13-04-2014;59;
2014;2528;Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Contabilidad y Finanzas;Director/a Nacional;08-08-2014;11-05-2014;82;
2014;2530;Nivel II;No Adscrito;Administración local;Municipalidad de Coyhaique;Jefe/a de Departamento de Administración de Educación Municipal de Coyhaique;04-11-2014;03-08-2014;93;
2014;2531;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Administrativa;03-10-2014;20-07-2014;75;
2014;2536;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;Director/a Regional Serviu Araucanía;17-10-2014;13-07-2014;96;
2014;2537;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Director/a;17-10-2014;13-07-2014;96;
2014;2538;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;Director/a Regional Serviu OHiggins;17-10-2014;13-07-2014;96;
2014;2539;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;Director/a Regional Serviu Los Lagos;14-11-2014;17-08-2014;89;
2014;2543;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Metropolitano/a;17-12-2014;07-09-2014;101;
2014;2545;Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;20-10-2014;27-07-2014;85;
2014;2546;Nivel II;No Adscrito;Administración local;Municipalidad de Curacautín;Jefe/a de Departamento de Administración de Educación Municipal de Curacautín;04-09-2014;06-07-2014;60;
2014;2547;Nivel I;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Vicepresidente/a Ejecutivo/a;29-08-2014;01-06-2014;89;
2014;2548;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;Director/a Regional Serviu Bío-Bío;21-08-2014;18-05-2014;88;
2014;2550;Nivel I;Adscrito;Ministerio de Minería;Servicio Nacional de Geología y Minería;Director/a Nacional;04-09-2014;01-06-2014;88;
2014;2551;Nivel I;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Vicepresidente/a Ejecutivo/a;04-09-2014;01-06-2014;88;
2014;2552;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Arica y Parinacota;07-10-2014;22-06-2014;100;
2014;2554;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Antofagasta;05-12-2014;17-08-2014;103;
2014;2556;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Coquimbo;05-12-2014;17-08-2014;103;
2014;2557;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Valparaíso;07-10-2014;22-06-2014;100;
2014;2558;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Metropolitana;30-10-2014;06-07-2014;116;
2014;2560;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Maule;30-10-2014;06-07-2014;116;
2014;2562;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Araucanía;30-10-2014;27-07-2014;95;
2014;2563;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Los Lagos;30-10-2014;27-07-2014;95;
2014;2564;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Los Ríos;30-10-2014;06-07-2014;116;
2014;2565;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Aysén;30-10-2014;27-07-2014;95;
2014;2566;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Magallanes y la Antártica Chilena;30-10-2014;06-07-2014;116;
