;CD_Concurso;id_cargo;Nivel;Region;Estado;SubEstado;Ministerio;Servicio;Fecha_Convocatoria;Fecha_Nomina;Fecha_Desierto;Year_Convocatoria;Year_Nomina;Year_Desierto;Desierto;Nomina;Nombrado;DesignacionDirecta;Duracion_Concurso;Fecha_Cierre_Concurso;Year_Cierre_Concurso;Cerrado;Fecha_Nombramiento;Year_Nombramiento;Periodo;Fecha_Renovacion;Costo_Concurso;FechaActualizacion
2749;540;II 523;II;Región del Biobío;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Salud;Servicio de Salud Talcahuano;2008-03-16;2008-07-08;;2008.0;2008.0;;0;1;1;0;114.0;2008-07-08;2008.0;1;2008-08-06;2008.0;2;2014-08-05;;2023-12-05 16:34:45.183
2750;541;II 377;II;Región de Antofagasta;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Antofagasta;2008-04-06;;;2008.0;;;1;0;0;0;;2008-06-05;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2751;542;II 410;II;Región de  Valparaíso;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2008-03-09;;;2008.0;;;1;0;0;0;;2008-05-15;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2752;543;II 533;II;Región del Biobío;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Arauco;2008-04-27;;;2008.0;;;1;0;0;0;;2008-05-30;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2753;544;N 78;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Obras Públicas;Subsecretaria de Obras Públicas;2010-07-11;;;2010.0;;;0;0;1;0;;;;0;2010-09-07;2010.0;1;;;2023-12-05 16:34:45.183
2754;545;II 441;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Central;2008-04-20;2008-07-08;;2008.0;2008.0;;0;1;1;0;79.0;2008-07-08;2008.0;1;2008-07-28;2008.0;1;2011-07-28;;2023-12-05 16:34:45.183
2755;546;II 145;II;Región de Tarapacá;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;2008-04-13;2008-09-22;;2008.0;2008.0;;0;1;1;0;162.0;2008-09-22;2008.0;1;2008-11-01;2008.0;2;2014-10-31;;2023-12-05 16:34:45.183
2756;547;II 150;II;Región de  Coquimbo;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;2008-04-13;2008-09-22;;2008.0;2008.0;;0;1;1;0;162.0;2008-09-22;2008.0;1;2008-11-01;2008.0;2;2014-10-31;;2023-12-05 16:34:45.183
2757;548;II 146;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;2008-04-13;2008-09-22;;2008.0;2008.0;;0;1;1;0;162.0;2008-09-22;2008.0;1;2008-11-01;2008.0;1;2011-11-01;;2023-12-05 16:34:45.183
2758;549;II 154;II;Región del Libertador General Bernardo OHiggins;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;2008-04-13;2008-09-22;;2008.0;2008.0;;0;1;1;0;162.0;2008-09-22;2008.0;1;2008-11-01;2008.0;1;2011-11-01;;2023-12-05 16:34:45.183
2759;55;I 79;I;Región de Tarapacá;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;2007-06-24;2007-10-02;;2007.0;2007.0;;0;1;1;0;100.0;2007-10-02;2007.0;1;2007-10-25;2007.0;1;2010-10-24;;2023-12-05 16:34:45.183
2760;550;II 151;II;Región del Maule;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;2008-04-13;2008-09-22;;2008.0;2008.0;;0;1;1;0;162.0;2008-09-22;2008.0;1;2008-11-01;2008.0;1;2011-11-01;;2023-12-05 16:34:45.183
2761;551;II 155;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;2008-04-13;2008-09-22;;2008.0;2008.0;;0;1;1;0;162.0;2008-09-22;2008.0;1;2008-11-01;2008.0;1;2011-11-01;;2023-12-05 16:34:45.183
2762;552;II 152;II;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;2008-04-13;2008-09-22;;2008.0;2008.0;;0;1;1;0;162.0;2008-09-22;2008.0;1;2008-11-01;2008.0;1;2011-11-01;;2023-12-05 16:34:45.183
2763;553;II 106;II;Región de Antofagasta;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2008-06-01;2008-09-11;;2008.0;2008.0;;0;1;1;0;102.0;2008-09-11;2008.0;1;2008-10-08;2008.0;1;2011-10-08;;2023-12-05 16:34:45.183
2764;554;II 101;II;Región de la Araucanía;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2008-06-01;2008-09-08;;2008.0;2008.0;;0;1;1;0;99.0;2008-09-08;2008.0;1;2008-10-08;2008.0;2;2014-10-07;;2023-12-05 16:34:45.183
2765;555;II 82;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Superintendencia de Casinos de Juego;2008-03-16;2008-06-06;;2008.0;2008.0;;0;1;1;0;82.0;2008-06-06;2008.0;1;2008-06-23;2008.0;1;2011-06-23;;2023-12-05 16:34:45.183
2766;556;II 42;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;2009-03-08;2009-06-09;;2009.0;2009.0;;0;1;1;0;93.0;2009-06-09;2009.0;1;2009-06-19;2009.0;1;2012-06-18;;2023-12-05 16:34:45.183
2767;557;II 45;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;2008-03-16;2008-06-20;;2008.0;2008.0;;0;1;1;0;96.0;2008-06-20;2008.0;1;2008-07-02;2008.0;1;2011-07-02;;2023-12-05 16:34:45.183
2768;558;II 46;II;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;2008-03-16;2008-06-19;2008-07-09;2008.0;2008.0;2008.0;1;1;0;0;95.0;2008-06-19;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2769;559;II 47;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;2008-03-16;2008-06-05;;2008.0;2008.0;;0;1;1;0;81.0;2008-06-05;2008.0;1;2008-06-30;2008.0;1;2011-06-30;;2023-12-05 16:34:45.183
2770;56;I 89;I;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;2007-06-24;2007-10-02;;2007.0;2007.0;;0;1;1;0;100.0;2007-10-02;2007.0;1;2007-10-29;2007.0;1;2010-10-28;;2023-12-05 16:34:45.183
2771;560;II 48;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;2008-03-16;2008-06-19;;2008.0;2008.0;;0;1;1;0;95.0;2008-06-19;2008.0;1;2008-06-16;2008.0;1;2011-06-16;;2023-12-05 16:34:45.183
2772;561;I 57;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Norte;2008-03-16;2008-05-30;;2008.0;2008.0;;0;1;1;0;75.0;2008-05-30;2008.0;1;2008-07-01;2008.0;1;2011-07-01;;2023-12-05 16:34:45.183
2773;562;I 25;I;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;2008-04-13;2008-07-11;2008-07-24;2008.0;2008.0;2008.0;1;1;0;0;89.0;2008-07-11;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2774;563;II 374;II;Región de Antofagasta;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Antofagasta;2008-05-11;;;2008.0;;;1;0;0;0;;2008-06-17;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2775;564;II 79;II;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;Desvinculado;Ministerio de Hacienda;Servicio Nacional de Aduanas;2008-05-04;2008-08-04;;2008.0;2008.0;;0;1;1;0;92.0;2008-08-04;2008.0;1;2008-10-10;2008.0;1;2011-10-10;;2023-12-05 16:34:45.183
2776;565;II 94;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2008-03-09;2008-06-05;;2008.0;2008.0;;0;1;1;0;88.0;2008-06-05;2008.0;1;2008-07-03;2008.0;2;2014-07-02;;2023-12-05 16:34:45.183
2777;566;I 98;I;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Transportes y Telecomunicaciones;Junta de Aeronáutica Civil;2008-06-08;2008-08-21;2008-10-24;2008.0;2008.0;2008.0;1;1;0;0;74.0;2008-08-21;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2778;567;II 605;II;Región de Antofagasta;Desierto;Desierto por Comité;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-05-18;;;2008.0;;;1;0;0;0;;2008-09-10;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2779;568;II 606;II;Región de  Atacama;Desierto;Desierto por Comité;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-05-18;;;2008.0;;;1;0;0;0;;2008-09-10;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2780;569;II 607;II;Región de  Coquimbo;Nombrado;Desvinculado;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-05-18;2008-10-28;;2008.0;2008.0;;0;1;1;0;163.0;2008-10-28;2008.0;1;2008-11-19;2008.0;1;2011-11-19;;2023-12-05 16:34:45.183
2781;57;I 64;I;Región del Maule;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Maule;2007-06-24;2007-10-25;;2007.0;2007.0;;0;1;1;0;123.0;2007-10-25;2007.0;1;2007-11-22;2007.0;1;2010-11-21;;2023-12-05 16:34:45.183
2782;570;II 608;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-05-18;2008-10-28;;2008.0;2008.0;;0;1;1;0;163.0;2008-10-28;2008.0;1;2008-11-19;2008.0;1;2011-11-19;;2023-12-05 16:34:45.183
2783;571;II 610;II;Región del Libertador General Bernardo OHiggins;Nombrado;Desvinculado;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-05-18;2008-10-28;;2008.0;2008.0;;0;1;1;0;163.0;2008-10-28;2008.0;1;2008-11-19;2008.0;1;2011-11-19;;2023-12-05 16:34:45.183
2784;572;II 611;II;Región del Maule;Nombrado;Desvinculado;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-05-18;2008-10-28;;2008.0;2008.0;;0;1;1;0;163.0;2008-10-28;2008.0;1;2008-11-19;2008.0;1;2011-11-19;;2023-12-05 16:34:45.183
2785;573;II 612;II;Región del Biobío;Nombrado;Desvinculado;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-05-18;2008-09-29;;2008.0;2008.0;;0;1;1;0;134.0;2008-09-29;2008.0;1;2008-11-19;2008.0;1;2011-11-19;;2023-12-05 16:34:45.183
2786;574;II 613;II;Región de la Araucanía;Nombrado;Desvinculado;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-05-18;2008-09-29;;2008.0;2008.0;;0;1;1;0;134.0;2008-09-29;2008.0;1;2008-11-19;2008.0;1;2011-11-19;;2023-12-05 16:34:45.183
2787;575;II 616;II;Región de Magallanes y de la Antártica Chilena;Desierto;Desierto por Comité;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-05-18;;;2008.0;;;1;0;0;0;;2008-09-10;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2788;576;I 26;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;2008-04-06;2008-06-25;;2008.0;2008.0;;0;1;1;0;80.0;2008-06-25;2008.0;1;2008-07-04;2008.0;1;2011-07-04;;2023-12-05 16:34:45.183
2789;577;II 245;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;2008-03-09;2008-06-05;;2008.0;2008.0;;0;1;1;0;88.0;2008-06-05;2008.0;1;2008-09-08;2008.0;2;2014-09-07;;2023-12-05 16:34:45.183
2790;578;II 196;II;Región del Libertador General Bernardo OHiggins;Nombrado;Desvinculado;Ministerio de Educación;Junta Nacional de Jardines Infantiles;2008-06-29;2008-09-26;;2008.0;2008.0;;0;1;1;0;89.0;2008-09-26;2008.0;1;2008-10-07;2008.0;1;2011-10-07;;2023-12-05 16:34:45.183
2791;579;I 4;I;Región de Magallanes y de la Antártica Chilena;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;2008-04-13;2008-07-14;;2008.0;2008.0;;0;1;1;0;92.0;2008-07-14;2008.0;1;2008-07-28;2008.0;2;2014-07-27;;2023-12-05 16:34:45.183
2792;58;I 50;I;Región de Tarapacá;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Iquique;2007-06-24;2007-10-25;;2007.0;2007.0;;0;1;1;0;123.0;2007-10-25;2007.0;1;2007-11-22;2007.0;1;2010-11-21;;2023-12-05 16:34:45.183
2793;580;I 84;I;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;2008-04-13;2008-08-19;2008-08-26;2008.0;2008.0;2008.0;1;1;0;0;128.0;2008-08-19;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2794;581;II 370;II;Región de Tarapacá;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Iquique;2008-04-06;2008-07-22;;2008.0;2008.0;;0;1;1;0;107.0;2008-07-22;2008.0;1;2008-08-07;2008.0;1;2011-08-07;;2023-12-05 16:34:45.183
2795;582;II 220;II;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;2008-06-29;2008-09-29;2008-10-03;2008.0;2008.0;2008.0;1;1;0;0;92.0;2008-09-29;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2796;583;II 221;II;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;2008-06-29;2008-10-06;2008-10-29;2008.0;2008.0;2008.0;1;1;0;0;99.0;2008-10-06;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2797;584;II 442;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Central;2008-08-17;2008-11-07;;2008.0;2008.0;;0;1;1;0;82.0;2008-11-07;2008.0;1;2009-02-03;2009.0;1;2012-02-03;;2023-12-05 16:34:45.183
2798;585;II 509;II;Región del Ñuble;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Ñuble;2009-03-08;2009-05-22;;2009.0;2009.0;;0;1;1;0;75.0;2009-05-22;2009.0;1;2009-06-17;2009.0;2;2015-06-16;;2023-12-05 16:34:45.183
2799;586;II 129;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-07-13;2008-10-10;;2008.0;2008.0;;0;1;1;0;89.0;2008-10-10;2008.0;1;2008-11-11;2008.0;1;2011-11-11;;2023-12-05 16:34:45.183
2800;587;II 499;II;Región del Maule;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Maule;2008-10-12;2009-01-06;;2008.0;2009.0;;0;1;1;0;86.0;2009-01-06;2009.0;1;2009-01-19;2009.0;1;2012-01-19;;2023-12-05 16:34:45.183
2801;588;II 503;II;Región del Maule;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Maule;2009-03-29;2009-06-18;;2009.0;2009.0;;0;1;1;0;81.0;2009-06-18;2009.0;1;2009-08-03;2009.0;1;2012-08-02;;2023-12-05 16:34:45.183
2802;589;II 504;II;Región del Maule;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Maule;2009-04-12;2009-06-18;;2009.0;2009.0;;0;1;1;0;67.0;2009-06-18;2009.0;1;2009-08-03;2009.0;1;2012-08-02;;2023-12-05 16:34:45.183
2803;59;I 30;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;2007-07-15;2007-10-25;;2007.0;2007.0;;0;1;1;0;102.0;2007-10-25;2007.0;1;2007-11-28;2007.0;1;2010-11-27;;2023-12-05 16:34:45.183
2804;590;I 86;I;Región del Libertador General Bernardo OHiggins;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;2008-04-13;2008-08-01;;2008.0;2008.0;;0;1;1;0;110.0;2008-08-01;2008.0;1;2008-08-22;2008.0;1;2011-08-22;;2023-12-05 16:34:45.183
2805;591;II 649;II;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Minería;Comisión Chilena del Cobre;2008-06-01;2008-09-16;2008-10-08;2008.0;2008.0;2008.0;1;1;0;0;107.0;2008-09-16;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2806;592;II 319;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Obras Públicas;Dirección de Contabilidad y Finanzas;2008-07-06;2008-09-26;;2008.0;2008.0;;0;1;1;0;82.0;2008-09-26;2008.0;1;2008-11-19;2008.0;2;2014-11-18;;2023-12-05 16:34:45.183
2807;593;I 81;I;Región de  Atacama;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Atacama;2008-04-13;2008-08-01;;2008.0;2008.0;;0;1;1;0;110.0;2008-08-01;2008.0;1;2008-08-22;2008.0;1;2011-08-22;;2023-12-05 16:34:45.183
2808;594;II 222;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;2008-06-29;2008-10-15;;2008.0;2008.0;;0;1;1;0;108.0;2008-10-15;2008.0;1;2008-10-29;2008.0;1;2011-10-29;;2023-12-05 16:34:45.183
2809;595;II 592;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;2008-09-28;2008-12-04;;2008.0;2008.0;;0;1;1;0;67.0;2008-12-04;2008.0;1;2008-12-29;2008.0;2;2014-12-28;;2023-12-05 16:34:45.183
2810;596;I 27;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;2008-05-25;2008-08-21;;2008.0;2008.0;;0;1;1;0;88.0;2008-08-21;2008.0;1;2009-01-30;2009.0;1;2012-01-30;;2023-12-05 16:34:45.183
2811;597;II 368;II;Región de Tarapacá;Desierto;Desierto por Autoridad;Ministerio de Salud;Servicio de Salud Iquique;2008-04-20;2008-07-28;2008-08-07;2008.0;2008.0;2008.0;1;1;0;0;99.0;2008-07-28;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2812;598;II 366;II;Región de Arica y Parinacota;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Arica;2008-05-11;2008-08-20;;2008.0;2008.0;;0;1;1;0;101.0;2008-08-20;2008.0;1;2008-11-03;2008.0;1;2011-11-03;;2023-12-05 16:34:45.183
2813;599;II 110;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;2008-07-20;2008-11-12;;2008.0;2008.0;;0;1;1;0;115.0;2008-11-12;2008.0;1;2009-01-19;2009.0;1;2012-01-19;;2023-12-05 16:34:45.183
2814;6;I 51;I;Región de Antofagasta;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Antofagasta;2005-03-06;2005-05-27;;2005.0;2005.0;;0;1;1;0;82.0;2005-05-27;2005.0;1;2005-06-15;2005.0;1;2008-06-14;;2023-12-05 16:34:45.183
2815;60;I 85;I;Región de  Valparaíso;Desierto;Desierto por Autoridad;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Valparaíso;2007-06-24;2007-10-02;2007-12-12;2007.0;2007.0;2007.0;1;1;0;0;100.0;2007-10-02;2007.0;1;;;0;;;2023-12-05 16:34:45.183
2816;600;II 199;II;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;Desvinculado;Ministerio de Educación;Junta Nacional de Jardines Infantiles;2008-06-29;2008-09-26;;2008.0;2008.0;;0;1;1;0;89.0;2008-09-26;2008.0;1;2008-10-07;2008.0;1;2011-10-07;;2023-12-05 16:34:45.183
2817;601;II 185;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Educación;Junta Nacional de Jardines Infantiles;2008-06-29;2008-09-26;;2008.0;2008.0;;0;1;1;0;89.0;2008-09-26;2008.0;1;2008-11-12;2008.0;2;2014-11-11;;2023-12-05 16:34:45.183
2818;602;II 754;II;Región de Magallanes y de la Antártica Chilena;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;2008-07-20;2008-11-21;;2008.0;2008.0;;0;1;1;0;124.0;2008-11-21;2008.0;1;2008-12-22;2008.0;1;2011-12-22;;2023-12-05 16:34:45.183
2819;603;II 515;II;Región del Biobío;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Concepción;2009-03-15;2009-06-05;;2009.0;2009.0;;0;1;1;0;82.0;2009-06-05;2009.0;1;2009-06-23;2009.0;1;2012-06-22;;2023-12-05 16:34:45.183
2820;604;II 132;II;Región de Antofagasta;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-06-08;2008-09-15;;2008.0;2008.0;;0;1;1;0;99.0;2008-09-15;2008.0;1;2008-09-23;2008.0;1;2011-09-23;;2023-12-05 16:34:45.183
2821;605;II 140;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-06-08;2008-09-15;;2008.0;2008.0;;0;1;1;0;99.0;2008-09-15;2008.0;1;2008-09-23;2008.0;1;2011-09-23;;2023-12-05 16:34:45.183
2822;606;I 36;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Obras Públicas;Dirección de Contabilidad y Finanzas;2008-06-15;2008-09-08;;2008.0;2008.0;;0;1;1;0;85.0;2008-09-08;2008.0;1;2008-10-02;2008.0;1;2011-10-02;;2023-12-05 16:34:45.183
2823;607;II 751;II;Región del Maule;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;2008-07-20;2008-11-18;;2008.0;2008.0;;0;1;1;0;121.0;2008-11-18;2008.0;1;2008-12-22;2008.0;1;2011-12-22;;2023-12-05 16:34:45.183
2824;608;II 371;II;Región de Antofagasta;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Antofagasta;2008-05-25;2008-08-13;;2008.0;2008.0;;0;1;1;0;80.0;2008-08-13;2008.0;1;2008-08-29;2008.0;2;2014-08-28;;2023-12-05 16:34:45.183
2825;609;II 163;II;Región de Antofagasta;Nombrado;Desvinculado;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;2008-08-24;2008-12-15;;2008.0;2008.0;;0;1;1;0;113.0;2008-12-15;2008.0;1;2009-01-08;2009.0;1;2012-01-08;;2023-12-05 16:34:45.183
2826;61;I 96;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Energía;Comisión Chilena de Energía Nuclear;2007-08-05;2007-11-30;;2007.0;2007.0;;0;1;1;0;117.0;2007-11-30;2007.0;1;2008-01-09;2008.0;1;2011-01-08;;2023-12-05 16:34:45.183
2827;610;II 168;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;2008-08-24;2008-12-15;;2008.0;2008.0;;0;1;1;0;113.0;2008-12-15;2008.0;1;2009-01-08;2009.0;2;2015-01-07;;2023-12-05 16:34:45.183
2828;611;I 79;I;Región de Tarapacá;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;2008-05-04;2008-08-19;;2008.0;2008.0;;0;1;1;0;107.0;2008-08-19;2008.0;1;2008-08-25;2008.0;1;2011-08-25;;2023-12-05 16:34:45.183
2829;612;II 694;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Unidad de Análisis Financiero;2008-06-29;2008-09-08;;2008.0;2008.0;;0;1;1;0;71.0;2008-09-08;2008.0;1;2008-09-16;2008.0;1;2011-09-16;;2023-12-05 16:34:45.183
2830;613;II 402;II;Región de  Valparaíso;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Viña del Mar - Quillota;2008-07-27;;;2008.0;;;1;0;0;0;;2008-10-16;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2831;614;I 64;I;Región del Maule;Desierto;Desierto por CADP;Ministerio de Salud;Servicio de Salud Maule;2008-05-18;;;2008.0;;;1;0;0;0;;2008-08-08;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2832;615;I 38;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Obras Públicas;Dirección de Obras Portuarias;2008-06-08;2008-09-02;;2008.0;2008.0;;0;1;1;0;86.0;2008-09-02;2008.0;1;2008-11-10;2008.0;1;2011-11-10;;2023-12-05 16:34:45.183
2833;616;II 128;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-07-06;2008-10-06;;2008.0;2008.0;;0;1;1;0;92.0;2008-10-06;2008.0;1;2008-10-07;2008.0;2;2014-10-06;;2023-12-05 16:34:45.183
2834;617;II 566;II;Región de Los Lagos;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Osorno;2009-03-15;;;2009.0;;;1;0;0;0;;2009-04-15;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2835;618;II 412;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2008-08-31;2008-11-21;;2008.0;2008.0;;0;1;1;0;82.0;2008-11-21;2008.0;1;2008-12-22;2008.0;1;2011-12-22;;2023-12-05 16:34:45.183
2836;619;II 753;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;2008-07-20;2008-11-21;;2008.0;2008.0;;0;1;1;0;124.0;2008-11-21;2008.0;1;2008-12-22;2008.0;1;2011-12-22;;2023-12-05 16:34:45.183
2837;62;I 95;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Minería;Servicio Nacional de Geología y Minería;2007-08-19;2007-12-05;;2007.0;2007.0;;0;1;1;0;108.0;2007-12-05;2007.0;1;2007-12-13;2007.0;1;2010-12-12;;2023-12-05 16:34:45.183
